"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
76.07,23.93,SCHLESWIG_HOLSTEIN,13.13,2021-01-31T18:22:46Z,101,59,58.42,585,184,769,481,39
80.42,19.58,HAMBURG,12.86,2021-01-31T18:22:46Z,86,53,61.63,538,131,669,334,34
80.5,19.5,NIEDERSACHSEN,12.2,2021-01-31T18:22:46Z,264,147,55.68,1742,422,2164,1061,153
83.41,16.59,BREMEN,17.56,2021-01-31T18:22:46Z,36,26,72.22,171,34,205,137,14
83.41,16.59,NORDRHEIN_WESTFALEN,12.42,2021-01-31T18:22:46Z,801,423,52.81,5378,1070,6448,2535,406
86.47,13.53,HESSEN,19.3,2021-01-31T18:22:46Z,398,185,46.48,1783,279,2062,814,116
75.4,24.6,RHEINLAND_PFALZ,14.83,2021-01-31T18:22:46Z,176,91,51.7,895,292,1187,453,94
82.81,17.19,BADEN_WUERTTEMBERG,14.88,2021-01-31T18:22:46Z,425,238,56.0,2365,491,2856,1380,183
83.92,16.08,BAYERN,17.6,2021-01-31T18:22:46Z,674,354,52.52,3214,616,3830,1134,269
80.39,19.61,SAARLAND,16.08,2021-01-31T18:22:46Z,82,36,43.9,410,100,510,242,24
85.2,14.8,BERLIN,27.1,2021-01-31T18:22:46Z,348,243,69.83,1094,190,1284,381,64
76.04,23.96,BRANDENBURG,22.67,2021-01-31T18:22:46Z,175,77,44.0,587,185,772,341,56
78.75,21.25,MECKLENBURG_VORPOMMERN,11.81,2021-01-31T18:22:46Z,85,28,32.94,567,153,720,233,42
73.7,26.3,SACHSEN,21.84,2021-01-31T18:22:46Z,352,184,52.27,1188,424,1612,636,94
86.53,13.47,SACHSEN_ANHALT,19.65,2021-01-31T18:22:46Z,178,108,60.67,784,122,906,350,55
81.35,18.65,THUERINGEN,21.4,2021-01-31T18:22:46Z,171,86,50.29,650,149,799,346,45
