"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
77.5,22.5,SCHLESWIG_HOLSTEIN,63,0.78,2021-07-13T16:19:09Z,6,3,50.0,596,173,5.580645161290323,769,465,38,31
78.0,22.0,HAMBURG,40,2.81,2021-07-13T16:19:09Z,18,14,77.78,500,141,6.130434782608695,641,312,33,23
80.44,19.56,NIEDERSACHSEN,157,0.87,2021-07-13T16:19:09Z,17,10,58.82,1571,382,3.293103448275862,1953,996,149,116
83.18,16.82,BREMEN,11,0.45,2021-07-13T16:19:09Z,1,1,100.0,183,37,3.3636363636363638,220,133,13,11
82.64,17.36,NORDRHEIN_WESTFALEN,488,1.3,2021-07-13T16:19:09Z,80,60,75.0,5073,1066,3.5298013245033113,6139,2506,400,302
85.23,14.77,HESSEN,86,2.73,2021-07-13T16:19:09Z,55,25,45.45,1714,297,3.193548387096774,2011,746,113,93
78.09,21.91,RHEINLAND_PFALZ,119,1.19,2021-07-13T16:19:09Z,14,11,78.57,916,257,3.4266666666666667,1173,447,94,75
82.33,17.67,BADEN_WUERTTEMBERG,275,1.9,2021-07-13T16:19:09Z,53,34,64.15,2297,493,3.944,2790,1361,182,125
83.26,16.74,BAYERN,337,1.89,2021-07-13T16:19:09Z,70,42,60.0,3084,620,3.0693069306930694,3704,1096,269,202
86.49,13.51,SAARLAND,43,1.41,2021-07-13T16:19:09Z,7,4,57.14,429,67,3.9411764705882355,496,250,24,17
85.93,14.07,BERLIN,49,3.2,2021-07-13T16:19:09Z,38,28,73.68,1020,167,4.073170731707317,1187,423,64,41
80.35,19.65,BRANDENBURG,43,0.59,2021-07-13T16:19:09Z,4,1,25.0,548,134,2.7346938775510203,682,392,55,49
78.39,21.61,MECKLENBURG_VORPOMMERN,45,0.15,2021-07-13T16:19:09Z,1,1,100.0,537,148,4.625,685,236,42,32
80.71,19.29,SACHSEN,125,1.55,2021-07-13T16:19:09Z,25,17,68.0,1305,312,4.394366197183099,1617,632,95,71
84.62,15.38,SACHSEN_ANHALT,51,0.36,2021-07-13T16:19:09Z,3,3,100.0,704,128,3.2,832,353,54,40
79.09,20.91,THUERINGEN,59,2.08,2021-07-13T16:19:09Z,15,12,80.0,571,151,4.194444444444445,722,339,44,36
