"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
85.86,14.14,SCHLESWIG_HOLSTEIN,37,5.14,2022-07-15T16:05:21Z,36,13,36.11,601,99,3.193548387096774,700,487,41,31
79.57,20.43,HAMBURG,14,6.03,2022-07-15T16:05:21Z,31,10,32.26,409,105,4.565217391304348,514,316,33,23
83.27,16.73,NIEDERSACHSEN,101,4.5,2022-07-15T16:05:21Z,89,26,29.21,1648,331,2.853448275862069,1979,953,149,116
92.39,7.61,BREMEN,2,6.52,2022-07-15T16:05:21Z,12,7,58.33,170,14,1.2727272727272727,184,79,13,11
86.14,13.86,NORDRHEIN_WESTFALEN,219,5.7,2022-07-15T16:05:21Z,316,112,35.44,4772,768,2.6301369863013697,5540,1964,387,292
88.97,11.03,HESSEN,33,4.8,2022-07-15T16:05:21Z,90,37,41.11,1669,207,2.25,1876,628,110,92
80.82,19.18,RHEINLAND_PFALZ,46,3.41,2022-07-15T16:05:21Z,38,9,23.68,902,214,2.9722222222222223,1116,346,91,72
84.47,15.53,BADEN_WUERTTEMBERG,121,5.35,2022-07-15T16:05:21Z,137,35,25.55,2165,398,3.2096774193548385,2563,1004,181,124
86.19,13.81,BAYERN,131,5.37,2022-07-15T16:05:21Z,183,52,28.42,2939,471,2.3668341708542715,3410,600,266,199
86.86,13.14,SAARLAND,26,7.57,2022-07-15T16:05:21Z,34,5,14.71,390,59,3.6875,449,247,23,16
88.44,11.56,BERLIN,28,6.24,2022-07-15T16:05:21Z,68,25,36.76,964,126,3.073170731707317,1090,312,68,41
82.93,17.07,BRANDENBURG,16,4.42,2022-07-15T16:05:21Z,29,9,31.03,544,112,2.2857142857142856,656,308,55,49
79.88,20.12,MECKLENBURG_VORPOMMERN,31,2.55,2022-07-15T16:05:21Z,17,6,35.29,532,134,4.1875,666,209,42,32
81.04,18.96,SACHSEN,51,5.47,2022-07-15T16:05:21Z,77,13,16.88,1141,267,3.8142857142857145,1408,450,96,70
83.61,16.39,SACHSEN_ANHALT,35,3.68,2022-07-15T16:05:21Z,29,16,55.17,658,129,3.1463414634146343,787,323,55,41
80.72,19.28,THUERINGEN,42,4.67,2022-07-15T16:05:21Z,31,9,29.03,536,128,3.657142857142857,664,226,42,35
