"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
76.97,23.03,SCHLESWIG_HOLSTEIN,55,6.34,2021-04-05T16:19:04Z,49,30,61.22,595,178,5.5625,773,473,39,32
80.58,19.42,HAMBURG,43,14.42,2021-04-05T16:19:04Z,95,59,62.11,531,128,5.333333333333333,659,330,34,24
79.95,20.05,NIEDERSACHSEN,150,12.65,2021-04-05T16:19:04Z,272,157,57.72,1719,431,3.6837606837606836,2150,1067,152,117
85.35,14.65,BREMEN,6,26.26,2021-04-05T16:19:04Z,52,34,65.38,169,29,2.4166666666666665,198,144,14,12
85.04,14.96,NORDRHEIN_WESTFALEN,381,13.58,2021-04-05T16:19:04Z,866,461,53.23,5422,954,3.1176470588235294,6376,2537,407,306
84.48,15.52,HESSEN,96,18.92,2021-04-05T16:19:04Z,389,195,50.13,1737,319,3.393617021276596,2056,774,114,94
75.13,24.87,RHEINLAND_PFALZ,100,11.89,2021-04-05T16:19:04Z,142,72,50.7,897,297,3.96,1194,455,94,75
83.63,16.37,BADEN_WUERTTEMBERG,248,15.08,2021-04-05T16:19:04Z,430,233,54.19,2385,467,3.7063492063492065,2852,1421,183,126
83.56,16.44,BAYERN,286,18.0,2021-04-05T16:19:04Z,683,381,55.78,3171,624,3.089108910891089,3795,1148,270,202
78.84,21.16,SAARLAND,41,12.57,2021-04-05T16:19:04Z,63,29,46.03,395,106,6.235294117647059,501,250,24,17
87.93,12.07,BERLIN,54,20.58,2021-04-05T16:19:04Z,249,168,67.47,1064,146,3.5609756097560976,1210,380,64,41
77.46,22.54,BRANDENBURG,68,18.89,2021-04-05T16:19:04Z,140,69,49.29,574,167,3.2745098039215685,741,338,57,51
79.22,20.78,MECKLENBURG_VORPOMMERN,39,12.05,2021-04-05T16:19:04Z,80,44,55.0,526,138,4.6,664,225,40,30
75.23,24.77,SACHSEN,83,21.08,2021-04-05T16:19:04Z,337,199,59.05,1203,396,5.577464788732394,1599,654,94,71
82.94,17.06,SACHSEN_ANHALT,68,12.63,2021-04-05T16:19:04Z,111,61,54.95,729,150,3.658536585365854,879,359,55,41
82.35,17.65,THUERINGEN,36,26.82,2021-04-05T16:19:04Z,199,128,64.32,611,131,3.638888888888889,742,341,43,36
