"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
74.3,25.7,SCHLESWIG_HOLSTEIN,66,0.67,2021-07-24T16:19:14Z,5,3,60.0,558,193,6.225806451612903,751,470,38,31
82.83,17.17,HAMBURG,39,2.52,2021-07-24T16:19:14Z,16,13,81.25,526,109,4.739130434782608,635,313,33,23
80.51,19.49,NIEDERSACHSEN,160,1.36,2021-07-24T16:19:14Z,26,7,26.92,1537,372,3.206896551724138,1909,1032,150,116
81.55,18.45,BREMEN,11,0.0,2021-07-24T16:19:14Z,0,0,0.0,168,38,3.4545454545454546,206,137,13,11
82.73,17.27,NORDRHEIN_WESTFALEN,495,1.25,2021-07-24T16:19:14Z,76,44,57.89,5033,1051,3.480132450331126,6084,2473,401,302
83.25,16.75,HESSEN,87,2.19,2021-07-24T16:19:14Z,44,13,29.55,1675,337,3.5851063829787235,2012,759,114,94
78.44,21.56,RHEINLAND_PFALZ,114,1.33,2021-07-24T16:19:14Z,15,8,53.33,884,243,3.2837837837837838,1127,424,93,74
83.56,16.44,BADEN_WUERTTEMBERG,240,1.77,2021-07-24T16:19:14Z,49,30,61.22,2308,454,3.632,2762,1367,182,125
82.7,17.3,BAYERN,314,1.36,2021-07-24T16:19:14Z,50,32,64.0,3030,634,3.1386138613861387,3664,1099,269,202
82.19,17.81,SAARLAND,42,1.01,2021-07-24T16:19:14Z,5,3,60.0,406,88,5.176470588235294,494,253,24,17
82.48,17.52,BERLIN,59,2.81,2021-07-24T16:19:14Z,33,16,48.48,970,206,5.024390243902439,1176,422,64,41
79.91,20.09,BRANDENBURG,37,0.61,2021-07-24T16:19:14Z,4,2,50.0,525,132,2.693877551020408,657,376,55,49
76.7,23.3,MECKLENBURG_VORPOMMERN,45,0.0,2021-07-24T16:19:14Z,0,0,0.0,497,151,5.392857142857143,648,215,38,28
81.05,18.95,SACHSEN,140,1.14,2021-07-24T16:19:14Z,18,11,61.11,1279,299,4.397058823529412,1578,631,92,68
83.6,16.4,SACHSEN_ANHALT,49,0.37,2021-07-24T16:19:14Z,3,1,33.33,678,133,3.325,811,359,54,40
81.13,18.87,THUERINGEN,53,1.52,2021-07-24T16:19:14Z,11,10,90.91,589,137,3.8055555555555554,726,332,44,36
