"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
83.4,16.6,SCHLESWIG_HOLSTEIN,37,6.52,2022-04-23T17:05:31Z,46,19,41.3,588,117,3.774193548387097,705,488,41,31
78.35,21.65,HAMBURG,13,7.22,2022-04-23T17:05:31Z,41,20,48.78,445,123,5.125,568,317,34,24
80.33,19.67,NIEDERSACHSEN,122,5.61,2022-04-23T17:05:31Z,112,39,34.82,1605,393,3.330508474576271,1998,976,153,118
94.38,5.62,BREMEN,1,10.11,2022-04-23T17:05:31Z,18,9,50.0,168,10,0.9090909090909091,178,80,13,11
83.54,16.46,NORDRHEIN_WESTFALEN,304,6.21,2022-04-23T17:05:31Z,361,150,41.55,4856,957,3.19,5813,2051,396,300
86.69,13.31,HESSEN,52,7.02,2022-04-23T17:05:31Z,136,58,42.65,1680,258,2.74468085106383,1938,632,112,94
77.04,22.96,RHEINLAND_PFALZ,60,4.63,2022-04-23T17:05:31Z,51,11,21.57,849,253,3.418918918918919,1102,370,94,74
84.38,15.62,BADEN_WUERTTEMBERG,142,6.61,2022-04-23T17:05:31Z,171,75,43.86,2183,404,3.232,2587,1065,182,125
83.23,16.77,BAYERN,168,7.31,2022-04-23T17:05:31Z,254,101,39.76,2894,583,2.900497512437811,3477,608,268,201
80.76,19.24,SAARLAND,30,7.61,2022-04-23T17:05:31Z,34,7,20.59,361,86,5.375,447,247,23,16
88.09,11.91,BERLIN,37,6.64,2022-04-23T17:05:31Z,73,43,58.9,969,131,3.1951219512195124,1100,316,68,41
77.73,22.27,BRANDENBURG,50,6.64,2022-04-23T17:05:31Z,45,20,44.44,527,151,2.9607843137254903,678,341,57,51
77.21,22.79,MECKLENBURG_VORPOMMERN,41,5.44,2022-04-23T17:05:31Z,37,14,37.84,525,155,4.696969696969697,680,216,43,33
79.93,20.07,SACHSEN,62,9.2,2022-04-23T17:05:31Z,132,44,33.33,1147,288,4.114285714285714,1435,439,96,70
84.32,15.68,SACHSEN_ANHALT,43,6.3,2022-04-23T17:05:31Z,49,14,28.57,656,122,2.975609756097561,778,321,55,41
78.18,21.82,THUERINGEN,37,7.92,2022-04-23T17:05:31Z,53,11,20.75,523,146,4.055555555555555,669,231,44,36
