"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
75.97,24.03,SCHLESWIG_HOLSTEIN,59,6.92,2021-03-09T17:19:06Z,55,35,63.64,604,191,5.96875,795,469,39,32
81.13,18.87,HAMBURG,42,13.21,2021-03-09T17:19:06Z,91,50,54.95,559,130,5.416666666666667,689,326,34,24
81.72,18.28,NIEDERSACHSEN,196,9.25,2021-03-09T17:19:06Z,209,124,59.33,1846,413,3.3852459016393444,2259,1047,158,122
87.17,12.83,BREMEN,7,15.49,2021-03-09T17:19:06Z,35,21,60.0,197,29,2.4166666666666665,226,130,14,12
83.63,16.37,NORDRHEIN_WESTFALEN,468,8.97,2021-03-09T17:19:06Z,581,343,59.04,5417,1060,3.4415584415584415,6477,2532,408,308
84.51,15.49,HESSEN,117,12.16,2021-03-09T17:19:06Z,259,136,52.51,1800,330,3.36734693877551,2130,825,119,98
73.53,26.47,RHEINLAND_PFALZ,136,6.53,2021-03-09T17:19:06Z,79,38,48.1,889,320,4.2105263157894735,1209,454,95,76
81.85,18.15,BADEN_WUERTTEMBERG,249,8.56,2021-03-09T17:19:06Z,247,136,55.06,2363,524,4.125984251968504,2887,1388,184,127
84.71,15.29,BAYERN,345,11.4,2021-03-09T17:19:06Z,440,248,56.36,3268,590,2.9064039408866993,3858,1136,271,203
81.34,18.66,SAARLAND,46,9.04,2021-03-09T17:19:06Z,46,22,47.83,414,95,5.588235294117647,509,246,24,17
83.94,16.06,BERLIN,66,16.06,2021-03-09T17:19:06Z,202,143,70.79,1056,202,4.809523809523809,1258,386,65,42
81.22,18.78,BRANDENBURG,64,11.17,2021-03-09T17:19:06Z,88,51,57.95,640,148,2.8461538461538463,788,345,58,52
75.81,24.19,MECKLENBURG_VORPOMMERN,69,5.37,2021-03-09T17:19:06Z,38,22,57.89,536,171,5.34375,707,249,42,32
73.97,26.03,SACHSEN,130,11.82,2021-03-09T17:19:06Z,192,101,52.6,1202,423,5.875,1625,656,95,72
79.85,20.15,SACHSEN_ANHALT,79,10.13,2021-03-09T17:19:06Z,92,37,40.22,725,183,4.357142857142857,908,344,56,42
84.57,15.43,THUERINGEN,44,16.86,2021-03-09T17:19:06Z,130,65,50.0,652,119,3.3055555555555554,771,359,44,36
