"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
75.39,24.61,SCHLESWIG_HOLSTEIN,65,1.04,2021-08-02T16:19:12Z,8,5,62.5,582,190,5.9375,772,480,39,32
83.52,16.48,HAMBURG,30,2.88,2021-08-02T16:19:12Z,18,11,61.11,522,103,4.478260869565218,625,328,33,23
76.42,23.58,NIEDERSACHSEN,154,1.14,2021-08-02T16:19:12Z,22,7,31.82,1475,455,3.9224137931034484,1930,1025,150,116
80.91,19.09,BREMEN,13,0.45,2021-08-02T16:19:12Z,1,0,0.0,178,42,3.8181818181818183,220,135,13,11
82.15,17.85,NORDRHEIN_WESTFALEN,535,1.52,2021-08-02T16:19:12Z,92,40,43.48,4967,1079,3.5966666666666667,6046,2471,397,300
85.29,14.71,HESSEN,75,2.31,2021-08-02T16:19:12Z,46,15,32.61,1699,293,3.117021276595745,1992,758,114,94
73.57,26.43,RHEINLAND_PFALZ,129,1.49,2021-08-02T16:19:12Z,17,7,41.18,838,301,4.013333333333334,1139,449,94,75
81.42,18.58,BADEN_WUERTTEMBERG,269,1.69,2021-08-02T16:19:12Z,47,29,61.7,2265,517,4.136,2782,1380,182,125
81.39,18.61,BAYERN,388,1.32,2021-08-02T16:19:12Z,48,24,50.0,2969,679,3.3613861386138613,3648,1090,269,202
85.42,14.58,SAARLAND,38,1.64,2021-08-02T16:19:12Z,8,5,62.5,416,71,4.176470588235294,487,266,24,17
83.08,16.92,BERLIN,63,3.15,2021-08-02T16:19:12Z,37,21,56.76,977,199,4.853658536585366,1176,416,64,41
77.89,22.11,BRANDENBURG,48,0.73,2021-08-02T16:19:12Z,5,1,20.0,532,151,3.0816326530612246,683,393,55,49
75.28,24.72,MECKLENBURG_VORPOMMERN,42,0.16,2021-08-02T16:19:12Z,1,0,0.0,472,155,5.166666666666667,627,225,40,30
79.21,20.79,SACHSEN,133,1.13,2021-08-02T16:19:12Z,18,11,61.11,1265,332,4.811594202898551,1597,628,93,69
80.47,19.53,SACHSEN_ANHALT,62,0.0,2021-08-02T16:19:12Z,0,0,0.0,655,159,3.8780487804878048,814,373,55,41
78.41,21.59,THUERINGEN,59,1.53,2021-08-02T16:19:12Z,11,10,90.91,563,155,4.305555555555555,718,335,44,36
