"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
75.62,24.38,SCHLESWIG_HOLSTEIN,64,2.48,2021-06-10T16:19:06Z,19,13,68.42,580,187,6.032258064516129,767,466,38,31
80.75,19.25,HAMBURG,45,4.97,2021-06-10T16:19:06Z,32,27,84.38,520,124,5.391304347826087,644,306,33,23
81.16,18.84,NIEDERSACHSEN,158,3.32,2021-06-10T16:19:06Z,71,46,64.79,1736,403,3.4444444444444446,2139,1024,152,117
89.77,10.23,BREMEN,15,4.19,2021-06-10T16:19:06Z,9,7,77.78,193,22,1.8333333333333333,215,132,14,12
84.89,15.11,NORDRHEIN_WESTFALEN,461,5.11,2021-06-10T16:19:06Z,324,228,70.37,5381,958,3.130718954248366,6339,2482,407,306
86.2,13.8,HESSEN,89,7.85,2021-06-10T16:19:06Z,158,84,53.16,1736,278,2.9574468085106385,2014,733,114,94
78.09,21.91,RHEINLAND_PFALZ,125,4.52,2021-06-10T16:19:06Z,54,32,59.26,934,262,3.493333333333333,1196,452,94,75
82.68,17.32,BADEN_WUERTTEMBERG,255,7.19,2021-06-10T16:19:06Z,202,129,63.86,2324,487,3.896,2811,1357,182,125
84.63,15.37,BAYERN,328,7.14,2021-06-10T16:19:06Z,268,169,63.06,3177,577,2.8564356435643563,3754,1073,270,202
83.64,16.36,SAARLAND,40,4.29,2021-06-10T16:19:06Z,21,14,66.67,409,80,4.705882352941177,489,257,24,17
85.64,14.36,BERLIN,77,8.09,2021-06-10T16:19:06Z,98,81,82.65,1038,174,4.2439024390243905,1212,386,64,41
83.24,16.76,BRANDENBURG,38,3.32,2021-06-10T16:19:06Z,23,16,69.57,576,116,2.32,692,352,56,50
83.06,16.94,MECKLENBURG_VORPOMMERN,34,2.82,2021-06-10T16:19:06Z,19,11,57.89,559,114,3.6774193548387095,673,219,41,31
83.27,16.73,SACHSEN,114,8.3,2021-06-10T16:19:06Z,133,91,68.42,1334,268,3.7746478873239435,1602,618,95,71
82.18,17.82,SACHSEN_ANHALT,71,2.78,2021-06-10T16:19:06Z,25,14,56.0,738,160,3.902439024390244,898,345,55,41
80.0,20.0,THUERINGEN,61,6.94,2021-06-10T16:19:06Z,50,35,70.0,576,144,4.0,720,341,44,36
