"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
84.12,15.88,SCHLESWIG_HOLSTEIN,41,7.52,2021-12-04T18:05:00Z,54,29,53.7,604,114,3.6774193548387095,718,481,41,31
80.62,19.38,HAMBURG,27,11.94,2021-12-04T18:05:00Z,69,45,65.22,466,112,4.666666666666667,578,321,34,24
85.59,14.41,NIEDERSACHSEN,131,12.05,2021-12-04T18:05:00Z,245,150,61.22,1741,293,2.483050847457627,2034,999,153,118
93.14,6.86,BREMEN,2,17.71,2021-12-04T18:05:00Z,31,20,64.52,163,12,1.0909090909090908,175,93,13,11
87.95,12.05,NORDRHEIN_WESTFALEN,289,12.33,2021-12-04T18:05:00Z,730,388,53.15,5206,713,2.3609271523178808,5919,2079,399,302
90.97,9.03,HESSEN,59,15.3,2021-12-04T18:05:00Z,298,132,44.3,1772,176,1.872340425531915,1948,655,114,94
82.61,17.39,RHEINLAND_PFALZ,68,14.13,2021-12-04T18:05:00Z,156,83,53.21,912,192,2.56,1104,387,94,75
87.3,12.7,BADEN_WUERTTEMBERG,113,24.24,2021-12-04T18:05:00Z,645,341,52.87,2323,338,2.661417322834646,2661,1089,184,127
88.25,11.75,BAYERN,157,29.72,2021-12-04T18:05:00Z,1085,579,53.36,3222,429,2.1343283582089554,3651,581,268,201
88.89,11.11,SAARLAND,21,15.87,2021-12-04T18:05:00Z,70,28,40.0,392,49,3.0625,441,278,23,16
92.45,7.55,BERLIN,28,19.62,2021-12-04T18:05:00Z,226,152,67.26,1065,87,2.1219512195121952,1152,330,64,41
84.75,15.25,BRANDENBURG,30,22.12,2021-12-04T18:05:00Z,148,67,45.27,567,102,2.04,669,341,56,50
83.21,16.79,MECKLENBURG_VORPOMMERN,35,12.96,2021-12-04T18:05:00Z,88,54,61.36,565,114,3.5625,679,215,42,32
87.24,12.76,SACHSEN,76,36.79,2021-12-04T18:05:00Z,568,284,50.0,1347,197,2.7746478873239435,1544,416,96,71
85.92,14.08,SACHSEN_ANHALT,29,21.32,2021-12-04T18:05:00Z,165,72,43.64,665,109,2.658536585365854,774,341,55,41
89.4,10.6,THUERINGEN,23,32.66,2021-12-04T18:05:00Z,228,127,55.7,624,74,2.0555555555555554,698,243,44,36
