"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
81.93,18.07,SCHLESWIG_HOLSTEIN,39,2.04,2022-06-09T17:05:22Z,15,4,26.67,603,133,4.290322580645161,736,469,41,31
80.45,19.55,HAMBURG,21,2.08,2022-06-09T17:05:22Z,12,6,50.0,465,113,4.708333333333333,578,325,34,24
83.36,16.64,NIEDERSACHSEN,126,1.73,2022-06-09T17:05:22Z,35,11,31.43,1688,337,2.8559322033898304,2025,938,152,118
89.45,10.55,BREMEN,3,4.52,2022-06-09T17:05:22Z,9,3,33.33,178,21,1.9090909090909092,199,76,13,11
85.1,14.9,NORDRHEIN_WESTFALEN,255,2.61,2022-06-09T17:05:22Z,150,59,39.33,4896,857,2.905084745762712,5753,1983,391,295
87.64,12.36,HESSEN,52,3.39,2022-06-09T17:05:22Z,65,26,40.0,1681,237,2.521276595744681,1918,637,112,94
80.79,19.21,RHEINLAND_PFALZ,60,2.02,2022-06-09T17:05:22Z,23,6,26.09,921,219,2.9594594594594597,1140,367,93,74
85.33,14.67,BADEN_WUERTTEMBERG,147,2.74,2022-06-09T17:05:22Z,72,32,44.44,2246,386,3.1129032258064515,2632,1044,181,124
85.4,14.6,BAYERN,143,3.15,2022-06-09T17:05:22Z,112,46,41.07,3036,519,2.608040201005025,3555,611,266,199
84.76,15.24,SAARLAND,29,3.22,2022-06-09T17:05:22Z,15,5,33.33,395,71,4.4375,466,244,23,16
89.45,10.55,BERLIN,30,2.15,2022-06-09T17:05:22Z,24,11,45.83,1000,118,2.8780487804878048,1118,311,68,41
82.29,17.71,BRANDENBURG,38,2.68,2022-06-09T17:05:22Z,18,8,44.44,553,119,2.38,672,329,56,50
77.83,22.17,MECKLENBURG_VORPOMMERN,42,1.45,2022-06-09T17:05:22Z,10,4,40.0,537,153,4.78125,690,213,42,32
80.18,19.82,SACHSEN,72,2.37,2022-06-09T17:05:22Z,34,9,26.47,1149,284,4.057142857142857,1433,443,96,70
83.56,16.44,SACHSEN_ANHALT,37,2.12,2022-06-09T17:05:22Z,17,3,17.65,671,132,3.2195121951219514,803,328,55,41
80.49,19.51,THUERINGEN,58,1.58,2022-06-09T17:05:22Z,11,5,45.45,561,136,3.8857142857142857,697,223,43,35
