"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
78.16,21.84,SCHLESWIG_HOLSTEIN,59,7.15,2021-03-30T16:19:11Z,56,30,53.57,612,171,5.34375,783,473,39,32
81.74,18.26,HAMBURG,43,13.62,2021-03-30T16:19:11Z,94,56,59.57,564,126,5.25,690,317,34,24
81.84,18.16,NIEDERSACHSEN,167,11.06,2021-03-30T16:19:11Z,243,130,53.5,1798,399,3.3813559322033897,2197,1051,153,118
87.73,12.27,BREMEN,14,18.18,2021-03-30T16:19:11Z,40,29,72.5,193,27,2.25,220,135,14,12
85.76,14.24,NORDRHEIN_WESTFALEN,412,10.99,2021-03-30T16:19:11Z,710,380,53.52,5542,920,3.0065359477124183,6462,2530,406,306
85.14,14.86,HESSEN,123,16.14,2021-03-30T16:19:11Z,340,167,49.12,1793,313,3.294736842105263,2106,824,115,95
76.92,23.08,RHEINLAND_PFALZ,118,10.22,2021-03-30T16:19:11Z,124,55,44.35,933,280,3.7333333333333334,1213,448,94,75
84.35,15.65,BADEN_WUERTTEMBERG,230,12.89,2021-03-30T16:19:11Z,369,197,53.39,2414,448,3.5555555555555554,2862,1396,183,126
84.91,15.09,BAYERN,294,15.64,2021-03-30T16:19:11Z,599,338,56.43,3253,578,2.8613861386138613,3831,1134,270,202
84.55,15.45,SAARLAND,49,10.5,2021-03-30T16:19:11Z,53,22,41.51,427,78,4.588235294117647,505,250,24,17
88.0,12.0,BERLIN,65,19.0,2021-03-30T16:19:11Z,236,162,68.64,1093,149,3.6341463414634148,1242,384,64,41
80.72,19.28,BRANDENBURG,51,17.29,2021-03-30T16:19:11Z,130,72,55.38,607,145,2.843137254901961,752,345,57,51
79.34,20.66,MECKLENBURG_VORPOMMERN,50,10.69,2021-03-30T16:19:11Z,74,41,55.41,549,143,4.46875,692,236,42,32
76.55,23.45,SACHSEN,97,17.2,2021-03-30T16:19:11Z,278,166,59.71,1237,379,5.338028169014085,1616,658,94,71
85.22,14.78,SACHSEN_ANHALT,68,10.56,2021-03-30T16:19:11Z,95,47,49.47,767,133,3.2439024390243905,900,341,55,41
85.96,14.04,THUERINGEN,43,21.59,2021-03-30T16:19:11Z,166,99,59.64,661,108,3.0,769,344,44,36
