"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
82.51,17.49,SCHLESWIG_HOLSTEIN,37,4.82,2022-03-29T16:05:29Z,35,19,54.29,599,127,4.096774193548387,726,479,41,31
77.35,22.65,HAMBURG,22,5.92,2022-03-29T16:05:29Z,34,19,55.88,444,130,5.416666666666667,574,317,34,24
84.08,15.92,NIEDERSACHSEN,95,9.16,2022-03-29T16:05:29Z,187,69,36.9,1717,325,2.7542372881355934,2042,975,154,118
93.43,6.57,BREMEN,3,8.59,2022-03-29T16:05:29Z,17,8,47.06,185,13,1.1818181818181819,198,80,13,11
86.43,13.57,NORDRHEIN_WESTFALEN,241,8.18,2022-03-29T16:05:29Z,486,179,36.83,5134,806,2.6777408637873754,5940,2020,398,301
87.31,12.69,HESSEN,46,8.49,2022-03-29T16:05:29Z,166,71,42.77,1707,248,2.6382978723404253,1955,621,114,94
82.17,17.83,RHEINLAND_PFALZ,45,9.68,2022-03-29T16:05:29Z,108,35,32.41,917,199,2.689189189189189,1116,367,94,74
83.77,16.23,BADEN_WUERTTEMBERG,133,10.45,2022-03-29T16:05:29Z,273,125,45.79,2188,424,3.365079365079365,2612,1054,183,126
84.76,15.24,BAYERN,163,11.87,2022-03-29T16:05:29Z,416,159,38.22,2971,534,2.656716417910448,3505,617,268,201
82.72,17.28,SAARLAND,30,14.04,2022-03-29T16:05:29Z,65,9,13.85,383,80,5.0,463,244,23,16
86.26,13.74,BERLIN,42,9.9,2022-03-29T16:05:29Z,111,53,47.75,967,154,3.7560975609756095,1121,316,68,41
79.57,20.43,BRANDENBURG,38,10.07,2022-03-29T16:05:29Z,71,28,39.44,561,144,2.823529411764706,705,338,57,51
80.35,19.65,MECKLENBURG_VORPOMMERN,29,11.52,2022-03-29T16:05:29Z,78,34,43.59,544,133,4.15625,677,210,42,32
79.97,20.03,SACHSEN,72,12.96,2022-03-29T16:05:29Z,189,49,25.93,1166,292,4.171428571428572,1458,428,96,70
83.35,16.65,SACHSEN_ANHALT,39,8.76,2022-03-29T16:05:29Z,70,30,42.86,666,133,3.2439024390243905,799,328,55,41
76.91,23.09,THUERINGEN,37,11.54,2022-03-29T16:05:29Z,77,27,35.06,513,154,4.277777777777778,667,230,44,36
