bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,0,0,2,7,35,2022-04-17 10:19:44+00:00,31,4
01,01002,7,5,3,3,29,105,2022-04-17 10:19:44+00:00,88,23
01,01003,3,12,5,2,7,116,2022-04-17 10:19:44+00:00,92,7
01,01004,1,0,0,1,10,15,2022-04-17 10:19:44+00:00,15,10
01,01051,1,2,0,1,7,33,2022-04-17 10:19:44+00:00,33,7
01,01053,2,1,0,2,3,13,2022-04-17 10:19:44+00:00,13,3
01,01054,3,4,1,3,6,18,2022-04-17 10:19:44+00:00,18,6
01,01055,3,3,0,3,5,36,2022-04-17 10:19:44+00:00,36,5
01,01056,2,3,0,2,7,30,2022-04-17 10:19:44+00:00,30,7
01,01057,1,0,0,1,5,7,2022-04-17 10:19:44+00:00,7,5
01,01058,5,7,2,3,11,30,2022-04-17 10:19:44+00:00,27,8
01,01059,1,3,2,1,9,15,2022-04-17 10:19:44+00:00,15,9
01,01060,3,3,2,3,24,57,2022-04-17 10:19:44+00:00,57,24
01,01061,3,2,0,1,7,32,2022-04-17 10:19:44+00:00,22,4
01,01062,3,3,2,3,10,16,2022-04-17 10:19:44+00:00,16,10
02,02000,34,42,24,24,140,427,2022-04-17 10:19:44+00:00,370,90
03,03101,7,6,4,5,32,100,2022-04-17 10:19:44+00:00,86,29
03,03102,2,2,1,2,2,26,2022-04-17 10:19:44+00:00,26,2
03,03103,3,0,0,1,6,23,2022-04-17 10:19:44+00:00,17,3
03,03151,1,4,2,1,0,12,2022-04-17 10:19:44+00:00,12,0
03,03153,3,3,1,3,4,21,2022-04-17 10:19:44+00:00,21,4
03,03154,1,2,2,1,1,13,2022-04-17 10:19:44+00:00,13,1
03,03155,2,2,0,2,8,12,2022-04-17 10:19:44+00:00,12,8
03,03157,1,0,0,1,8,6,2022-04-17 10:19:44+00:00,6,8
03,03158,1,1,1,1,5,11,2022-04-17 10:19:44+00:00,11,5
03,03159,8,10,2,7,28,108,2022-04-17 10:19:44+00:00,94,26
03,03241,19,13,8,16,83,296,2022-04-17 10:19:44+00:00,255,68
03,03251,3,0,0,3,6,12,2022-04-17 10:19:44+00:00,12,6
03,03252,6,0,0,4,23,48,2022-04-17 10:19:44+00:00,45,20
03,03254,7,5,1,4,31,45,2022-04-17 10:19:44+00:00,41,24
03,03255,1,1,1,1,4,5,2022-04-17 10:19:44+00:00,5,4
