bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,4,2,2,6,36,2022-05-04 10:19:52+00:00,33,2
01,01002,7,9,3,3,33,110,2022-05-04 10:19:52+00:00,95,25
01,01003,3,4,0,2,4,122,2022-05-04 10:19:52+00:00,101,1
01,01004,1,0,0,1,4,21,2022-05-04 10:19:52+00:00,21,4
01,01051,1,1,0,1,2,36,2022-05-04 10:19:52+00:00,36,2
01,01053,2,1,1,2,3,15,2022-05-04 10:19:52+00:00,15,3
01,01054,3,3,0,3,4,20,2022-05-04 10:19:52+00:00,20,4
01,01055,3,3,0,3,9,38,2022-05-04 10:19:52+00:00,38,9
01,01056,2,0,0,2,7,30,2022-05-04 10:19:52+00:00,30,7
01,01057,1,0,0,1,3,9,2022-05-04 10:19:52+00:00,9,3
01,01058,5,1,0,3,10,31,2022-05-04 10:19:52+00:00,29,6
01,01059,1,3,1,1,0,24,2022-05-04 10:19:52+00:00,24,0
01,01060,3,2,2,3,21,65,2022-05-04 10:19:52+00:00,65,21
01,01061,3,2,1,1,10,33,2022-05-04 10:19:52+00:00,25,5
01,01062,3,3,2,3,2,26,2022-05-04 10:19:52+00:00,26,2
02,02000,34,29,12,24,108,465,2022-05-04 10:19:52+00:00,397,70
03,03101,7,3,2,5,36,96,2022-05-04 10:19:52+00:00,85,30
03,03102,2,1,0,2,3,25,2022-05-04 10:19:52+00:00,25,3
03,03103,3,1,1,1,5,24,2022-05-04 10:19:52+00:00,17,3
03,03151,1,2,1,1,1,11,2022-05-04 10:19:52+00:00,11,1
03,03153,3,3,1,3,3,22,2022-05-04 10:19:52+00:00,22,3
03,03154,1,1,0,1,0,16,2022-05-04 10:19:52+00:00,16,0
03,03155,2,4,0,2,5,15,2022-05-04 10:19:52+00:00,15,5
03,03157,1,0,0,1,0,13,2022-05-04 10:19:52+00:00,13,0
03,03158,1,1,1,1,5,11,2022-05-04 10:19:52+00:00,11,5
03,03159,8,8,2,7,12,129,2022-05-04 10:19:52+00:00,115,8
03,03241,16,14,5,15,43,191,2022-05-04 10:19:52+00:00,172,41
03,03251,3,0,0,3,1,16,2022-05-04 10:19:52+00:00,16,1
03,03252,6,1,0,4,6,62,2022-05-04 10:19:52+00:00,62,0
03,03254,7,2,1,4,24,51,2022-05-04 10:19:52+00:00,48,16
03,03255,1,0,0,1,3,7,2022-05-04 10:19:52+00:00,7,3
03,03256,1,0,0,1,7,9,2022-05-04 10:19:52+00:00,9,7
03,03257,1,0,0,1,0,24,2022-05-04 10:19:52+00:00,24,0
03,03351,2,2,1,1,9,29,2022-05-04 10:19:52+00:00,20,8
03,03352,2,1,0,2,7,5,2022-05-04 10:19:52+00:00,5,7
03,03353,3,1,0,3,4,28,2022-05-04 10:19:52+00:00,28,4
03,03354,1,0,0,1,1,5,2022-05-04 10:19:52+00:00,5,1
03,03355,3,1,1,1,13,24,2022-05-04 10:19:52+00:00,12,8
03,03356,3,1,1,2,0,10,2022-05-04 10:19:52+00:00,10,0
03,03357,3,1,1,2,4,26,2022-05-04 10:19:52+00:00,24,2
03,03358,2,0,0,2,4,18,2022-05-04 10:19:52+00:00,18,4
03,03359,3,2,2,2,4,23,2022-05-04 10:19:52+00:00,23,1
03,03360,2,0,0,2,4,72,2022-05-04 10:19:52+00:00,72,4
03,03361,2,0,0,2,0,14,2022-05-04 10:19:52+00:00,14,0
03,03401,1,0,0,1,4,18,2022-05-04 10:19:52+00:00,18,4
03,03402,1,0,0,1,0,13,2022-05-04 10:19:52+00:00,13,0
03,03403,6,2,2,3,9,104,2022-05-04 10:19:52+00:00,90,6
03,03404,5,2,0,4,15,98,2022-05-04 10:19:52+00:00,85,12
03,03405,2,1,0,1,4,22,2022-05-04 10:19:52+00:00,18,0
03,03451,3,2,1,2,3,27,2022-05-04 10:19:52+00:00,27,3
03,03452,4,4,1,3,8,29,2022-05-04 10:19:52+00:00,26,3
03,03453,3,1,0,3,6,17,2022-05-04 10:19:52+00:00,17,6
03,03454,10,4,0,6,23,66,2022-05-04 10:19:52+00:00,56,9
03,03455,2,0,0,2,5,26,2022-05-04 10:19:52+00:00,26,5
03,03456,1,1,0,1,4,23,2022-05-04 10:19:52+00:00,23,4
03,03457,6,1,0,4,9,18,2022-05-04 10:19:52+00:00,17,5
03,03458,1,0,0,1,5,5,2022-05-04 10:19:52+00:00,5,5
03,03459,7,3,0,6,22,71,2022-05-04 10:19:52+00:00,71,22
03,03460,5,1,1,3,13,23,2022-05-04 10:19:52+00:00,21,7
03,03461,2,3,0,2,5,7,2022-05-04 10:19:52+00:00,7,5
03,03462,1,0,0,1,2,6,2022-05-04 10:19:52+00:00,6,2
04,04011,9,7,2,8,13,138,2022-05-04 10:19:52+00:00,126,9
04,04012,4,1,0,3,5,45,2022-05-04 10:19:52+00:00,40,2
05,05111,15,9,5,11,21,276,2022-05-04 10:19:52+00:00,246,7
05,05112,15,7,1,9,23,147,2022-05-04 10:19:52+00:00,125,17
05,05113,15,19,9,12,38,319,2022-05-04 10:19:52+00:00,300,31
05,05114,7,8,3,4,16,73,2022-05-04 10:19:52+00:00,61,13
05,05116,6,2,1,4,7,82,2022-05-04 10:19:52+00:00,76,6
05,05117,2,4,2,2,6,27,2022-05-04 10:19:52+00:00,27,6
05,05119,6,2,2,4,22,46,2022-05-04 10:19:52+00:00,38,11
05,05120,1,3,0,1,9,19,2022-05-04 10:19:52+00:00,19,9
05,05122,4,7,4,3,17,55,2022-05-04 10:19:52+00:00,55,13
05,05124,7,7,3,5,29,111,2022-05-04 10:19:52+00:00,102,24
05,05154,8,3,1,5,21,47,2022-05-04 10:19:52+00:00,46,14
05,05158,6,4,1,6,20,39,2022-05-04 10:19:52+00:00,39,20
05,05162,7,1,1,5,8,94,2022-05-04 10:19:52+00:00,83,5
05,05166,4,1,1,4,7,29,2022-05-04 10:19:52+00:00,29,7
05,05170,11,10,5,8,23,107,2022-05-04 10:19:52+00:00,104,15
05,05314,18,12,9,11,17,267,2022-05-04 10:19:52+00:00,210,11
05,05315,28,11,4,18,19,327,2022-05-04 10:19:52+00:00,273,13
05,05316,5,3,1,2,19,51,2022-05-04 10:19:52+00:00,42,10
05,05334,13,12,5,7,20,249,2022-05-04 10:19:52+00:00,234,16
05,05358,6,1,0,4,12,53,2022-05-04 10:19:52+00:00,48,9
05,05362,6,0,0,6,16,45,2022-05-04 10:19:52+00:00,45,16
05,05366,3,1,1,3,8,20,2022-05-04 10:19:52+00:00,20,8
05,05370,3,2,1,3,2,34,2022-05-04 10:19:52+00:00,34,2
05,05374,6,3,1,6,21,60,2022-05-04 10:19:52+00:00,60,21
05,05378,4,0,0,4,2,35,2022-05-04 10:19:52+00:00,35,2
05,05382,7,7,2,6,12,74,2022-05-04 10:19:52+00:00,61,10
05,05512,2,1,0,2,15,28,2022-05-04 10:19:52+00:00,28,15
05,05513,7,3,1,4,20,73,2022-05-04 10:19:52+00:00,63,8
05,05515,10,7,2,7,26,190,2022-05-04 10:19:52+00:00,175,19
05,05554,6,3,1,5,13,54,2022-05-04 10:19:52+00:00,54,11
05,05558,5,2,0,3,7,28,2022-05-04 10:19:52+00:00,19,6
05,05562,15,13,3,14,51,178,2022-05-04 10:19:52+00:00,159,38
05,05566,7,7,3,5,16,87,2022-05-04 10:19:52+00:00,74,14
05,05570,6,3,0,5,9,39,2022-05-04 10:19:52+00:00,38,6
05,05711,6,4,1,4,21,96,2022-05-04 10:19:52+00:00,79,12
05,05754,3,3,1,3,3,21,2022-05-04 10:19:52+00:00,21,3
05,05758,5,5,3,3,6,47,2022-05-04 10:19:52+00:00,40,3
05,05762,6,3,2,5,3,29,2022-05-04 10:19:52+00:00,26,2
05,05766,2,1,1,2,2,48,2022-05-04 10:19:52+00:00,48,2
05,05770,9,10,4,6,30,174,2022-05-04 10:19:52+00:00,154,23
05,05774,7,5,5,5,13,69,2022-05-04 10:19:52+00:00,57,10
05,05911,8,7,1,6,27,162,2022-05-04 10:19:52+00:00,148,20
05,05913,8,9,3,8,24,257,2022-05-04 10:19:52+00:00,257,24
05,05914,7,5,3,5,12,76,2022-05-04 10:19:52+00:00,74,4
05,05915,7,3,1,5,32,67,2022-05-04 10:19:52+00:00,56,21
05,05916,4,3,0,4,9,54,2022-05-04 10:19:52+00:00,54,9
05,05954,8,2,1,6,53,77,2022-05-04 10:19:52+00:00,54,33
05,05958,9,6,2,8,16,68,2022-05-04 10:19:52+00:00,66,12
05,05962,10,5,1,8,23,75,2022-05-04 10:19:52+00:00,69,21
05,05966,3,1,0,3,13,13,2022-05-04 10:19:52+00:00,13,13
05,05970,5,4,3,5,13,90,2022-05-04 10:19:52+00:00,90,13
05,05974,9,4,1,7,15,71,2022-05-04 10:19:52+00:00,65,7
05,05978,8,9,2,8,9,93,2022-05-04 10:19:52+00:00,93,9
