bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,0,0,2,3,39,2021-10-12 12:15:00,35,0
01,01002,5,1,1,3,49,115,2021-10-12 12:15:00,112,46
01,01003,2,1,0,2,29,106,2021-10-12 12:15:00,106,29
01,01004,1,0,0,1,7,18,2021-10-12 12:15:00,18,7
01,01051,1,2,1,1,4,34,2021-10-12 12:15:00,34,4
01,01053,2,1,1,2,8,10,2021-10-12 12:15:00,10,8
01,01054,3,1,1,3,10,14,2021-10-12 12:15:00,14,10
01,01055,3,1,0,3,5,44,2021-10-12 12:15:00,44,5
01,01056,2,1,1,2,5,32,2021-10-12 12:15:00,32,5
01,01057,1,0,0,1,3,9,2021-10-12 12:15:00,9,3
01,01058,5,2,2,3,11,31,2021-10-12 12:15:00,29,7
01,01059,1,0,0,1,2,22,2021-10-12 12:15:00,22,2
01,01060,3,1,0,3,21,64,2021-10-12 12:15:00,64,21
01,01061,3,2,1,1,12,31,2021-10-12 12:15:00,23,7
01,01062,3,1,0,3,7,21,2021-10-12 12:15:00,21,7
02,02000,34,28,16,24,114,513,2021-10-12 12:15:00,448,72
03,03101,7,4,2,5,21,108,2021-10-12 12:15:00,96,16
03,03102,2,1,1,2,4,25,2021-10-12 12:15:00,25,4
03,03103,3,2,1,1,0,30,2021-10-12 12:15:00,21,0
03,03151,1,0,0,1,2,10,2021-10-12 12:15:00,10,2
03,03153,3,2,1,3,0,27,2021-10-12 12:15:00,27,0
03,03154,1,2,1,1,1,15,2021-10-12 12:15:00,15,1
03,03155,2,0,0,2,8,15,2021-10-12 12:15:00,15,8
03,03157,1,0,0,1,1,15,2021-10-12 12:15:00,15,1
03,03158,1,1,0,1,4,12,2021-10-12 12:15:00,12,4
03,03159,8,9,7,7,26,108,2021-10-12 12:15:00,96,22
03,03241,19,31,25,16,49,350,2021-10-12 12:15:00,300,45
03,03251,3,0,0,3,4,15,2021-10-12 12:15:00,15,4
03,03252,6,2,0,4,8,66,2021-10-12 12:15:00,64,4
03,03254,7,2,2,4,15,61,2021-10-12 12:15:00,54,11
03,03255,1,0,0,1,2,12,2021-10-12 12:15:00,12,2
03,03256,1,0,0,1,4,10,2021-10-12 12:15:00,10,4
03,03257,1,0,0,1,10,17,2021-10-12 12:15:00,17,10
03,03351,2,1,1,1,8,22,2021-10-12 12:15:00,16,4
03,03352,2,2,1,2,7,8,2021-10-12 12:15:00,8,7
03,03353,3,5,4,3,2,30,2021-10-12 12:15:00,30,2
03,03354,1,0,0,1,0,7,2021-10-12 12:15:00,7,0
03,03355,3,0,0,1,15,28,2021-10-12 12:15:00,18,8
03,03356,3,2,1,2,4,8,2021-10-12 12:15:00,8,4
03,03357,3,2,1,2,7,25,2021-10-12 12:15:00,24,4
03,03358,2,1,0,2,6,12,2021-10-12 12:15:00,12,6
03,03359,3,2,1,2,5,26,2021-10-12 12:15:00,26,2
03,03360,2,2,0,2,3,73,2021-10-12 12:15:00,73,3
03,03361,2,1,0,2,3,12,2021-10-12 12:15:00,12,3
03,03401,1,1,1,1,0,16,2021-10-12 12:15:00,16,0
03,03402,1,0,0,1,5,14,2021-10-12 12:15:00,14,5
03,03403,6,9,6,3,10,108,2021-10-12 12:15:00,89,7
03,03404,5,5,4,4,17,100,2021-10-12 12:15:00,87,14
03,03405,2,3,1,1,7,21,2021-10-12 12:15:00,20,0
03,03451,3,0,0,2,3,30,2021-10-12 12:15:00,30,3
03,03452,4,2,0,3,9,27,2021-10-12 12:15:00,23,5
03,03453,3,0,0,3,5,19,2021-10-12 12:15:00,19,5
03,03454,10,1,0,6,27,62,2021-10-12 12:15:00,51,14
03,03455,2,0,0,2,3,28,2021-10-12 12:15:00,28,3
03,03456,1,2,0,1,1,26,2021-10-12 12:15:00,26,1
03,03457,6,0,0,4,10,18,2021-10-12 12:15:00,16,7
03,03458,1,0,0,1,1,9,2021-10-12 12:15:00,9,1
03,03459,7,1,1,6,15,77,2021-10-12 12:15:00,77,15
03,03460,5,1,0,3,8,26,2021-10-12 12:15:00,21,5
03,03461,2,1,0,2,2,13,2021-10-12 12:15:00,13,2
03,03462,1,0,0,1,1,7,2021-10-12 12:15:00,7,1
04,04011,9,16,6,8,11,146,2021-10-12 12:15:00,133,8
04,04012,4,7,4,3,23,31,2021-10-12 12:15:00,27,13
05,05111,14,12,6,11,32,261,2021-10-12 12:15:00,238,26
05,05112,15,4,2,9,24,162,2021-10-12 12:15:00,146,19
05,05113,15,22,16,12,24,350,2021-10-12 12:15:00,322,23
05,05114,7,3,1,4,14,72,2021-10-12 12:15:00,60,14
05,05116,6,8,3,4,12,77,2021-10-12 12:15:00,73,9
05,05117,2,2,0,2,2,32,2021-10-12 12:15:00,32,2
05,05119,6,8,0,4,14,56,2021-10-12 12:15:00,42,9
05,05120,1,0,0,1,2,24,2021-10-12 12:15:00,24,2
05,05122,4,8,6,3,14,58,2021-10-12 12:15:00,56,12
05,05124,7,7,6,5,19,127,2021-10-12 12:15:00,114,18
05,05154,8,3,1,5,22,48,2021-10-12 12:15:00,47,15
05,05158,6,2,0,6,16,45,2021-10-12 12:15:00,45,16
05,05162,7,4,1,5,20,82,2021-10-12 12:15:00,74,14
05,05166,4,2,1,4,6,31,2021-10-12 12:15:00,31,6
05,05170,11,5,1,8,29,96,2021-10-12 12:15:00,96,18
