bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,2,1,2,4,38,2021-11-26 12:15:00,34,1
01,01002,5,5,5,3,26,130,2021-11-26 12:15:00,127,23
01,01003,4,12,6,2,18,216,2021-11-26 12:15:00,190,18
01,01004,1,2,0,1,6,19,2021-11-26 12:15:00,19,6
01,01051,1,2,0,1,4,34,2021-11-26 12:15:00,34,4
01,01053,2,1,0,2,4,14,2021-11-26 12:15:00,14,4
01,01054,3,1,1,3,3,21,2021-11-26 12:15:00,21,3
01,01055,3,1,1,3,8,38,2021-11-26 12:15:00,38,8
01,01056,2,4,1,2,7,29,2021-11-26 12:15:00,29,7
01,01057,1,2,1,1,4,8,2021-11-26 12:15:00,8,4
01,01058,5,2,1,3,11,31,2021-11-26 12:15:00,28,8
01,01059,1,0,0,1,0,24,2021-11-26 12:15:00,24,0
01,01060,3,2,1,3,15,65,2021-11-26 12:15:00,65,15
01,01061,3,1,1,1,14,29,2021-11-26 12:15:00,21,9
01,01062,3,7,3,3,6,26,2021-11-26 12:15:00,26,6
02,02000,34,52,33,24,108,498,2021-11-26 12:15:00,432,65
03,03101,7,6,2,5,26,103,2021-11-26 12:15:00,95,17
03,03102,2,3,3,2,1,28,2021-11-26 12:15:00,28,1
03,03103,3,8,5,1,4,25,2021-11-26 12:15:00,19,1
03,03151,1,4,2,1,0,12,2021-11-26 12:15:00,12,0
03,03153,3,2,0,3,3,22,2021-11-26 12:15:00,22,3
03,03154,1,1,1,1,5,12,2021-11-26 12:15:00,12,5
03,03155,2,1,0,2,3,15,2021-11-26 12:15:00,15,3
03,03157,1,1,0,1,0,12,2021-11-26 12:15:00,12,0
03,03158,1,4,2,1,3,13,2021-11-26 12:15:00,13,3
03,03159,8,19,15,7,22,106,2021-11-26 12:15:00,93,16
