bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,2,0,2,6,36,2022-06-29 10:20:00+00:00,34,1
01,01002,7,3,1,3,25,104,2022-06-29 10:20:00+00:00,84,21
01,01003,3,3,2,2,3,117,2022-06-29 10:20:00+00:00,95,1
01,01004,1,2,2,1,1,21,2022-06-29 10:20:00+00:00,21,1
01,01051,1,0,0,1,13,22,2022-06-29 10:20:00+00:00,22,13
01,01053,2,1,1,2,2,16,2022-06-29 10:20:00+00:00,16,2
01,01054,3,0,0,3,5,19,2022-06-29 10:20:00+00:00,19,5
01,01055,3,2,0,3,5,45,2022-06-29 10:20:00+00:00,45,5
01,01056,2,0,0,2,6,31,2022-06-29 10:20:00+00:00,31,6
01,01057,1,1,1,1,3,9,2022-06-29 10:20:00+00:00,9,3
01,01058,5,0,0,3,7,36,2022-06-29 10:20:00+00:00,33,4
01,01059,1,1,0,1,0,24,2022-06-29 10:20:00+00:00,24,0
01,01060,3,3,1,3,22,64,2022-06-29 10:20:00+00:00,64,22
01,01061,3,2,1,1,8,35,2022-06-29 10:20:00+00:00,24,6
01,01062,3,3,1,3,5,27,2022-06-29 10:20:00+00:00,27,5
02,02000,34,22,6,24,105,466,2022-06-29 10:20:00+00:00,406,60
03,03101,7,2,0,5,37,95,2022-06-29 10:20:00+00:00,86,29
03,03102,2,1,0,2,2,26,2022-06-29 10:20:00+00:00,26,2
03,03103,3,0,0,1,6,24,2022-06-29 10:20:00+00:00,18,2
03,03151,1,0,0,1,1,9,2022-06-29 10:20:00+00:00,9,1
03,03153,3,0,0,3,1,24,2022-06-29 10:20:00+00:00,24,1
03,03154,1,0,0,1,0,15,2022-06-29 10:20:00+00:00,15,0
03,03155,2,1,1,2,2,19,2022-06-29 10:20:00+00:00,19,2
03,03157,1,0,0,1,0,12,2022-06-29 10:20:00+00:00,12,0
03,03158,1,0,0,1,7,9,2022-06-29 10:20:00+00:00,9,7
03,03159,8,7,1,7,32,103,2022-06-29 10:20:00+00:00,93,29
03,03241,19,9,3,16,56,337,2022-06-29 10:20:00+00:00,288,44
03,03251,3,1,0,3,7,10,2022-06-29 10:20:00+00:00,10,7
03,03252,6,0,0,4,10,60,2022-06-29 10:20:00+00:00,60,4
03,03254,7,3,1,4,23,52,2022-06-29 10:20:00+00:00,44,20
03,03255,1,1,1,1,0,10,2022-06-29 10:20:00+00:00,10,0
03,03256,1,1,0,1,2,14,2022-06-29 10:20:00+00:00,14,2
03,03257,1,2,1,1,0,24,2022-06-29 10:20:00+00:00,24,0
03,03351,2,2,0,1,9,28,2022-06-29 10:20:00+00:00,21,7
03,03352,2,1,0,2,4,10,2022-06-29 10:20:00+00:00,10,4
03,03353,3,2,0,3,4,30,2022-06-29 10:20:00+00:00,30,4
03,03354,1,0,0,1,0,6,2022-06-29 10:20:00+00:00,6,0
03,03355,3,2,0,1,9,28,2022-06-29 10:20:00+00:00,16,4
03,03356,3,1,0,2,4,5,2022-06-29 10:20:00+00:00,5,4
03,03357,3,1,0,2,9,21,2022-06-29 10:20:00+00:00,18,8
03,03358,2,1,0,2,4,19,2022-06-29 10:20:00+00:00,19,4
03,03359,3,4,1,2,5,23,2022-06-29 10:20:00+00:00,23,2
03,03360,2,1,0,2,3,73,2022-06-29 10:20:00+00:00,73,3
03,03361,2,0,0,2,2,13,2022-06-29 10:20:00+00:00,13,2
03,03401,1,0,0,1,3,13,2022-06-29 10:20:00+00:00,13,3
03,03402,1,1,0,1,0,15,2022-06-29 10:20:00+00:00,15,0
03,03403,6,4,1,3,11,100,2022-06-29 10:20:00+00:00,88,8
03,03404,3,3,1,3,8,87,2022-06-29 10:20:00+00:00,87,8
03,03405,1,1,0,1,1,17,2022-06-29 10:20:00+00:00,17,1
03,03451,3,1,0,2,2,27,2022-06-29 10:20:00+00:00,27,2
03,03452,4,4,2,3,7,28,2022-06-29 10:20:00+00:00,25,2
03,03453,3,1,0,3,9,15,2022-06-29 10:20:00+00:00,15,9
03,03454,9,1,0,6,16,53,2022-06-29 10:20:00+00:00,41,4
03,03455,2,0,0,2,6,25,2022-06-29 10:20:00+00:00,25,6
03,03456,1,2,1,1,2,23,2022-06-29 10:20:00+00:00,23,2
03,03457,6,2,1,4,4,23,2022-06-29 10:20:00+00:00,19,3
03,03458,1,0,0,1,0,10,2022-06-29 10:20:00+00:00,10,0
03,03459,7,3,0,6,14,74,2022-06-29 10:20:00+00:00,74,14
03,03460,5,0,0,3,12,24,2022-06-29 10:20:00+00:00,22,6
03,03461,2,0,0,2,3,10,2022-06-29 10:20:00+00:00,10,3
03,03462,1,0,0,1,1,7,2022-06-29 10:20:00+00:00,7,1
04,04011,9,12,2,8,7,138,2022-06-29 10:20:00+00:00,126,3
