bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
1,1001,3,1,1,2,10,32,2021-12-31 12:15:00+01:00,28,7
1,1002,7,13,9,3,29,113,2021-12-31 12:15:00+01:00,98,20
1,1003,3,9,7,2,19,109,2021-12-31 12:15:00+01:00,88,16
1,1004,1,3,2,1,8,17,2021-12-31 12:15:00+01:00,17,8
1,1051,1,3,2,1,3,32,2021-12-31 12:15:00+01:00,32,3
1,1053,2,2,0,2,4,18,2021-12-31 12:15:00+01:00,18,4
1,1054,3,1,0,3,4,20,2021-12-31 12:15:00+01:00,20,4
1,1055,3,1,1,3,11,31,2021-12-31 12:15:00+01:00,31,11
1,1056,2,4,1,2,13,21,2021-12-31 12:15:00+01:00,21,13
1,1057,1,0,0,1,5,7,2021-12-31 12:15:00+01:00,7,5
1,1058,5,3,1,3,10,30,2021-12-31 12:15:00+01:00,28,6
1,1059,1,0,0,1,0,24,2021-12-31 12:15:00+01:00,24,0
1,1060,3,5,4,3,24,52,2021-12-31 12:15:00+01:00,52,24
1,1061,3,3,1,1,14,29,2021-12-31 12:15:00+01:00,22,8
1,1062,3,7,3,3,9,17,2021-12-31 12:15:00+01:00,17,9
2,2000,34,70,42,24,106,456,2021-12-31 12:15:00+01:00,398,55
3,3101,7,7,5,5,28,101,2021-12-31 12:15:00+01:00,88,24
3,3102,2,3,3,2,1,27,2021-12-31 12:15:00+01:00,27,1
3,3103,3,8,5,1,9,22,2021-12-31 12:15:00+01:00,17,5
3,3151,1,2,0,1,0,12,2021-12-31 12:15:00+01:00,12,0
3,3153,3,2,2,3,4,20,2021-12-31 12:15:00+01:00,20,4
3,3154,1,2,2,1,2,15,2021-12-31 12:15:00+01:00,15,2
3,3155,2,2,0,2,4,16,2021-12-31 12:15:00+01:00,16,4
3,3157,1,2,1,1,0,14,2021-12-31 12:15:00+01:00,14,0
3,3158,1,3,1,1,4,12,2021-12-31 12:15:00+01:00,12,4
3,3159,8,20,17,7,15,125,2021-12-31 12:15:00+01:00,111,11
