bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,4,1,2,5,37,2022-03-26 11:19:35+00:00,32,3
01,01002,7,3,1,3,20,113,2022-03-26 11:19:35+00:00,96,14
01,01003,3,13,5,2,8,111,2022-03-26 11:19:35+00:00,94,4
01,01004,1,0,0,1,3,22,2022-03-26 11:19:35+00:00,22,3
01,01051,1,2,2,1,5,34,2022-03-26 11:19:35+00:00,34,5
01,01053,2,1,0,2,2,16,2022-03-26 11:19:35+00:00,16,2
01,01054,3,1,0,3,7,17,2022-03-26 11:19:35+00:00,17,7
01,01055,3,1,0,3,11,34,2022-03-26 11:19:35+00:00,34,11
01,01056,2,1,1,2,5,26,2022-03-26 11:19:35+00:00,26,5
01,01057,1,0,0,1,4,8,2022-03-26 11:19:35+00:00,8,4
01,01058,5,4,2,3,12,29,2022-03-26 11:19:35+00:00,27,8
01,01059,1,3,1,1,0,24,2022-03-26 11:19:35+00:00,24,0
01,01060,3,1,1,3,17,64,2022-03-26 11:19:35+00:00,64,17
01,01061,3,2,0,1,12,31,2022-03-26 11:19:35+00:00,24,6
01,01062,3,8,1,3,5,19,2022-03-26 11:19:35+00:00,19,5
02,02000,34,41,22,24,125,441,2022-03-26 11:19:35+00:00,382,79
03,03101,7,12,5,5,28,104,2022-03-26 11:19:35+00:00,91,24
03,03102,2,4,2,2,1,27,2022-03-26 11:19:35+00:00,27,1
03,03103,3,2,1,1,6,25,2022-03-26 11:19:35+00:00,17,5
03,03151,1,1,0,1,1,9,2022-03-26 11:19:35+00:00,9,1
03,03153,3,2,1,3,1,24,2022-03-26 11:19:35+00:00,24,1
03,03154,1,2,1,1,3,14,2022-03-26 11:19:35+00:00,14,3
03,03155,2,4,0,2,4,15,2022-03-26 11:19:35+00:00,15,4
03,03157,1,2,0,1,0,12,2022-03-26 11:19:35+00:00,12,0
03,03158,1,0,0,1,5,11,2022-03-26 11:19:35+00:00,11,5
03,03159,8,15,4,7,20,114,2022-03-26 11:19:35+00:00,103,19
03,03241,19,34,12,16,44,328,2022-03-26 11:19:35+00:00,287,34
03,03251,3,4,2,3,5,12,2022-03-26 11:19:35+00:00,12,5
03,03252,6,4,1,4,15,58,2022-03-26 11:19:35+00:00,56,11
03,03254,7,7,1,4,19,60,2022-03-26 11:19:35+00:00,54,14
03,03255,1,0,0,1,0,9,2022-03-26 11:19:35+00:00,9,0
03,03256,1,0,0,1,1,15,2022-03-26 11:19:35+00:00,15,1
03,03257,1,0,0,1,2,22,2022-03-26 11:19:35+00:00,22,2
03,03351,2,4,1,1,14,24,2022-03-26 11:19:35+00:00,20,8
03,03352,2,4,1,2,4,11,2022-03-26 11:19:35+00:00,11,4
03,03353,3,2,0,3,8,24,2022-03-26 11:19:35+00:00,24,8
03,03354,1,2,0,1,0,5,2022-03-26 11:19:35+00:00,5,0
03,03355,3,0,0,1,11,28,2022-03-26 11:19:35+00:00,18,4
03,03356,3,0,0,2,2,8,2022-03-26 11:19:35+00:00,8,2
03,03357,3,4,2,2,7,25,2022-03-26 11:19:35+00:00,24,4
03,03358,2,2,1,2,2,20,2022-03-26 11:19:35+00:00,20,2
03,03359,3,1,0,2,4,26,2022-03-26 11:19:35+00:00,26,1
03,03360,2,3,0,2,9,67,2022-03-26 11:19:35+00:00,67,9
03,03361,2,0,0,2,0,15,2022-03-26 11:19:35+00:00,15,0
03,03401,1,0,0,1,1,9,2022-03-26 11:19:35+00:00,9,1
03,03402,1,1,1,1,2,11,2022-03-26 11:19:35+00:00,11,2
03,03403,6,2,0,3,6,100,2022-03-26 11:19:35+00:00,88,4
03,03404,5,14,8,4,7,101,2022-03-26 11:19:35+00:00,89,3
03,03405,3,1,0,1,8,31,2022-03-26 11:19:35+00:00,19,4
03,03451,3,3,3,2,3,29,2022-03-26 11:19:35+00:00,29,3
03,03452,4,5,1,3,7,29,2022-03-26 11:19:35+00:00,25,3
03,03453,3,2,0,3,6,17,2022-03-26 11:19:35+00:00,17,6
03,03454,10,9,1,6,28,59,2022-03-26 11:19:35+00:00,48,15
03,03455,2,2,0,2,4,27,2022-03-26 11:19:35+00:00,27,4
03,03456,1,4,1,1,2,25,2022-03-26 11:19:35+00:00,25,2
03,03457,6,1,1,4,7,19,2022-03-26 11:19:35+00:00,18,3
03,03458,1,0,0,1,2,5,2022-03-26 11:19:35+00:00,5,2
03,03459,7,9,3,6,7,87,2022-03-26 11:19:35+00:00,87,7
03,03460,5,3,0,3,5,31,2022-03-26 11:19:35+00:00,25,3
03,03461,2,2,0,2,1,9,2022-03-26 11:19:35+00:00,9,1
03,03462,1,0,0,1,3,5,2022-03-26 11:19:35+00:00,5,3
04,04011,9,15,9,8,4,131,2022-03-26 11:19:35+00:00,119,0
04,04012,4,1,0,3,7,35,2022-03-26 11:19:35+00:00,32,0
05,05111,15,12,3,11,32,264,2022-03-26 11:19:35+00:00,241,11
05,05112,16,14,8,9,25,152,2022-03-26 11:19:35+00:00,137,12
05,05113,15,21,16,12,40,321,2022-03-26 11:19:35+00:00,300,30
05,05114,7,2,0,4,18,67,2022-03-26 11:19:35+00:00,56,17
05,05116,6,8,4,4,11,68,2022-03-26 11:19:35+00:00,63,10
05,05117,2,3,3,2,2,32,2022-03-26 11:19:35+00:00,32,2
05,05119,6,6,3,4,24,44,2022-03-26 11:19:35+00:00,35,14
05,05120,1,5,2,1,3,25,2022-03-26 11:19:35+00:00,25,3
05,05122,4,11,8,3,7,65,2022-03-26 11:19:35+00:00,61,7
05,05124,7,11,4,5,16,119,2022-03-26 11:19:35+00:00,108,13
05,05154,8,10,2,5,17,47,2022-03-26 11:19:35+00:00,47,10
05,05158,6,4,1,6,18,42,2022-03-26 11:19:35+00:00,42,18
05,05162,7,10,1,5,12,89,2022-03-26 11:19:35+00:00,78,9
