bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,3,2,2,5,37,2022-02-08 11:19:16+00:00,34,1
01,01002,7,7,2,3,29,111,2022-02-08 11:19:16+00:00,93,24
01,01003,3,6,5,2,9,117,2022-02-08 11:19:16+00:00,96,6
01,01004,1,1,0,1,5,20,2022-02-08 11:19:16+00:00,20,5
01,01051,1,0,0,1,4,36,2022-02-08 11:19:16+00:00,36,4
01,01053,2,4,2,2,3,15,2022-02-08 11:19:16+00:00,15,3
01,01054,3,0,0,3,12,12,2022-02-08 11:19:16+00:00,12,12
01,01055,3,0,0,3,5,44,2022-02-08 11:19:16+00:00,44,5
01,01056,2,6,2,2,0,34,2022-02-08 11:19:16+00:00,34,0
01,01057,1,0,0,1,5,7,2022-02-08 11:19:16+00:00,7,5
01,01058,5,4,3,3,13,31,2022-02-08 11:19:16+00:00,31,7
01,01059,1,1,1,1,0,24,2022-02-08 11:19:16+00:00,24,0
01,01060,3,0,0,3,25,61,2022-02-08 11:19:16+00:00,61,25
01,01061,3,0,0,1,20,23,2022-02-08 11:19:16+00:00,18,12
01,01062,3,8,7,3,1,29,2022-02-08 11:19:16+00:00,29,1
02,02000,34,74,41,24,114,473,2022-02-08 11:19:16+00:00,411,67
03,03101,7,3,3,5,28,103,2022-02-08 11:19:16+00:00,89,25
03,03102,2,4,2,2,1,27,2022-02-08 11:19:16+00:00,27,1
03,03103,3,1,1,1,13,18,2022-02-08 11:19:16+00:00,12,10
03,03151,1,2,2,1,1,11,2022-02-08 11:19:16+00:00,11,1
03,03153,3,2,0,3,0,27,2022-02-08 11:19:16+00:00,27,0
03,03154,1,0,0,1,0,18,2022-02-08 11:19:16+00:00,18,0
03,03155,2,1,0,2,8,13,2022-02-08 11:19:16+00:00,13,8
03,03157,1,0,0,1,4,12,2022-02-08 11:19:16+00:00,12,4
03,03158,1,2,1,1,5,11,2022-02-08 11:19:16+00:00,11,5
03,03159,8,12,7,7,21,124,2022-02-08 11:19:16+00:00,108,15
03,03241,19,36,22,16,45,349,2022-02-08 11:19:16+00:00,299,39
03,03251,3,0,0,3,5,13,2022-02-08 11:19:16+00:00,13,5
03,03252,6,4,1,4,18,58,2022-02-08 11:19:16+00:00,56,14
03,03254,7,2,1,4,15,60,2022-02-08 11:19:16+00:00,53,11
03,03255,1,0,0,1,3,6,2022-02-08 11:19:16+00:00,6,3
03,03256,1,1,0,1,4,12,2022-02-08 11:19:16+00:00,12,4
03,03257,1,0,0,1,2,22,2022-02-08 11:19:16+00:00,22,2
03,03351,2,2,0,1,7,30,2022-02-08 11:19:16+00:00,22,5
03,03352,2,4,1,2,5,10,2022-02-08 11:19:16+00:00,10,5
03,03353,3,2,0,3,3,29,2022-02-08 11:19:16+00:00,29,3
03,03354,1,0,0,1,0,7,2022-02-08 11:19:16+00:00,7,0
03,03355,3,4,1,1,6,35,2022-02-08 11:19:16+00:00,21,3
03,03356,3,0,0,2,1,9,2022-02-08 11:19:16+00:00,9,1
03,03357,3,2,1,2,9,23,2022-02-08 11:19:16+00:00,22,6
03,03358,2,3,2,2,7,15,2022-02-08 11:19:16+00:00,15,7
03,03359,3,1,1,2,5,26,2022-02-08 11:19:16+00:00,26,2
03,03360,2,1,1,2,4,72,2022-02-08 11:19:16+00:00,72,4
03,03361,2,0,0,2,8,7,2022-02-08 11:19:16+00:00,7,8
03,03401,1,2,1,1,2,17,2022-02-08 11:19:16+00:00,17,2
03,03402,1,2,0,1,4,13,2022-02-08 11:19:16+00:00,13,4
03,03403,6,8,6,3,10,107,2022-02-08 11:19:16+00:00,91,4
03,03404,5,8,4,4,16,107,2022-02-08 11:19:16+00:00,95,12
