bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,2,1,2,3,39,2021-10-22 12:15:00,35,0
01,01002,5,3,2,3,51,113,2021-10-22 12:15:00,113,45
01,01003,2,1,0,2,18,115,2021-10-22 12:15:00,115,18
01,01004,1,1,0,1,6,19,2021-10-22 12:15:00,19,6
01,01051,1,0,0,1,3,35,2021-10-22 12:15:00,35,3
01,01053,2,1,1,2,3,15,2021-10-22 12:15:00,15,3
01,01054,3,2,1,3,7,17,2021-10-22 12:15:00,17,7
01,01055,3,0,0,3,5,44,2021-10-22 12:15:00,44,5
01,01056,2,1,1,2,2,32,2021-10-22 12:15:00,32,2
01,01057,1,0,0,1,5,7,2021-10-22 12:15:00,7,5
01,01058,5,2,2,3,10,32,2021-10-22 12:15:00,30,6
01,01059,1,0,0,1,1,23,2021-10-22 12:15:00,23,1
01,01060,3,0,0,3,19,61,2021-10-22 12:15:00,61,19
01,01061,3,0,0,1,6,37,2021-10-22 12:15:00,26,4
01,01062,3,1,0,3,10,22,2021-10-22 12:15:00,22,10
02,02000,34,39,19,24,91,520,2021-10-22 12:15:00,447,57
03,03101,7,1,0,5,21,108,2021-10-22 12:15:00,93,19
03,03102,2,0,0,2,4,25,2021-10-22 12:15:00,25,4
03,03103,3,3,3,1,0,31,2021-10-22 12:15:00,22,0
03,03151,1,1,0,1,0,13,2021-10-22 12:15:00,13,0
03,03153,3,0,0,3,0,26,2021-10-22 12:15:00,26,0
03,03154,1,1,1,1,1,15,2021-10-22 12:15:00,15,1
03,03155,2,0,0,2,6,14,2021-10-22 12:15:00,14,6
03,03157,1,0,0,1,0,16,2021-10-22 12:15:00,16,0
03,03158,1,0,0,1,5,11,2021-10-22 12:15:00,11,5
03,03159,8,8,5,7,24,107,2021-10-22 12:15:00,92,22
03,03241,19,29,24,16,33,370,2021-10-22 12:15:00,319,27
03,03251,3,0,0,3,5,12,2021-10-22 12:15:00,12,5
03,03252,6,0,0,4,22,54,2021-10-22 12:15:00,53,17
03,03254,7,1,1,4,10,62,2021-10-22 12:15:00,52,9
03,03255,1,1,1,1,5,6,2021-10-22 12:15:00,6,5
03,03256,1,0,0,1,0,14,2021-10-22 12:15:00,14,0
03,03257,1,0,0,1,0,23,2021-10-22 12:15:00,23,0
03,03351,2,2,2,1,2,28,2021-10-22 12:15:00,20,0
03,03352,2,1,0,2,1,11,2021-10-22 12:15:00,11,1
03,03353,3,4,4,3,5,27,2021-10-22 12:15:00,27,5
03,03354,1,0,0,1,0,4,2021-10-22 12:15:00,4,0
03,03355,3,2,1,1,9,34,2021-10-22 12:15:00,20,6
03,03356,3,0,0,2,2,10,2021-10-22 12:15:00,10,2
03,03357,3,0,0,2,5,26,2021-10-22 12:15:00,24,3
03,03358,2,0,0,2,2,18,2021-10-22 12:15:00,18,2
03,03359,3,3,1,2,3,24,2021-10-22 12:15:00,24,0
03,03360,2,1,0,2,2,74,2021-10-22 12:15:00,74,2
03,03361,2,0,0,2,2,13,2021-10-22 12:15:00,13,2
03,03401,1,0,0,1,0,16,2021-10-22 12:15:00,16,0
03,03402,1,0,0,1,5,10,2021-10-22 12:15:00,10,5
03,03403,6,7,4,3,8,104,2021-10-22 12:15:00,81,7
03,03404,5,8,7,4,29,91,2021-10-22 12:15:00,79,25
03,03405,3,1,1,1,6,25,2021-10-22 12:15:00,20,0
03,03451,3,0,0,2,7,26,2021-10-22 12:15:00,26,7
03,03452,4,0,0,3,6,29,2021-10-22 12:15:00,24,3
03,03453,3,5,3,3,4,20,2021-10-22 12:15:00,20,4
03,03454,10,2,0,6,18,68,2021-10-22 12:15:00,53,10
03,03455,2,0,0,2,6,25,2021-10-22 12:15:00,25,6
03,03456,1,3,1,1,1,26,2021-10-22 12:15:00,26,1
03,03457,6,0,0,4,7,24,2021-10-22 12:15:00,20,6
03,03458,1,0,0,1,0,6,2021-10-22 12:15:00,6,0
03,03459,7,1,0,6,21,79,2021-10-22 12:15:00,79,21
03,03460,5,1,0,3,6,28,2021-10-22 12:15:00,24,2
03,03461,2,0,0,2,3,12,2021-10-22 12:15:00,12,3
03,03462,1,0,0,1,1,7,2021-10-22 12:15:00,7,1
04,04011,9,13,6,8,7,139,2021-10-22 12:15:00,127,3
04,04012,4,8,5,3,4,42,2021-10-22 12:15:00,36,2
05,05111,14,12,8,11,17,280,2021-10-22 12:15:00,255,15
05,05112,16,9,2,9,14,165,2021-10-22 12:15:00,143,10
05,05113,15,24,15,12,32,338,2021-10-22 12:15:00,316,26
05,05114,7,2,1,4,13,74,2021-10-22 12:15:00,61,13
05,05116,6,8,2,4,15,76,2021-10-22 12:15:00,69,15
05,05117,2,3,2,2,1,33,2021-10-22 12:15:00,33,1
05,05119,6,5,1,4,12,62,2021-10-22 12:15:00,46,9
05,05120,1,2,0,1,5,21,2021-10-22 12:15:00,21,5
05,05122,4,8,7,3,17,55,2021-10-22 12:15:00,53,15
05,05124,7,6,4,5,19,129,2021-10-22 12:15:00,116,18
05,05154,8,2,0,5,14,57,2021-10-22 12:15:00,57,6
05,05158,6,4,0,6,15,48,2021-10-22 12:15:00,48,15
05,05162,7,4,1,5,18,84,2021-10-22 12:15:00,76,12
05,05166,4,1,1,4,1,35,2021-10-22 12:15:00,35,1
05,05170,11,4,0,8,34,94,2021-10-22 12:15:00,89,28
05,05314,17,19,13,11,11,263,2021-10-22 12:15:00,217,7
05,05315,30,29,19,18,24,381,2021-10-22 12:15:00,326,19
05,05316,5,3,2,2,17,50,2021-10-22 12:15:00,38,11
05,05334,13,13,12,7,18,266,2021-10-22 12:15:00,247,15
05,05358,6,5,4,4,7,49,2021-10-22 12:15:00,42,6
05,05362,6,5,3,6,9,46,2021-10-22 12:15:00,46,9
05,05366,3,1,1,3,5,21,2021-10-22 12:15:00,21,5
05,05370,3,2,1,3,7,33,2021-10-22 12:15:00,33,7
05,05374,5,3,1,5,16,42,2021-10-22 12:15:00,42,16
05,05378,4,2,2,4,11,29,2021-10-22 12:15:00,29,11
05,05382,7,7,3,6,7,76,2021-10-22 12:15:00,65,6
05,05512,2,3,0,2,15,28,2021-10-22 12:15:00,28,15
05,05513,7,5,4,4,25,74,2021-10-22 12:15:00,61,12
05,05515,9,4,2,7,25,192,2021-10-22 12:15:00,183,18
05,05554,6,4,1,5,15,52,2021-10-22 12:15:00,52,13
05,05558,5,1,0,3,9,24,2021-10-22 12:15:00,14,9
05,05562,15,12,5,14,46,181,2021-10-22 12:15:00,155,40
05,05566,7,3,2,5,20,86,2021-10-22 12:15:00,74,17
05,05570,6,8,4,5,2,45,2021-10-22 12:15:00,43,2
05,05711,6,5,3,4,8,130,2021-10-22 12:15:00,107,3
05,05754,4,0,0,4,11,43,2021-10-22 12:15:00,43,11
05,05758,5,2,0,3,9,43,2021-10-22 12:15:00,38,4
05,05762,6,5,2,5,9,26,2021-10-22 12:15:00,22,9
05,05766,2,4,1,2,3,47,2021-10-22 12:15:00,47,3
05,05770,9,7,6,6,31,177,2021-10-22 12:15:00,157,27
05,05774,7,13,11,5,6,82,2021-10-22 12:15:00,70,3
05,05911,8,12,6,6,26,163,2021-10-22 12:15:00,150,18
05,05913,9,10,4,9,34,248,2021-10-22 12:15:00,248,34
05,05914,7,2,1,5,9,70,2021-10-22 12:15:00,63,6
05,05915,7,3,3,5,25,69,2021-10-22 12:15:00,58,14
05,05916,4,2,2,4,7,54,2021-10-22 12:15:00,54,7
05,05954,8,6,1,6,17,113,2021-10-22 12:15:00,73,14
05,05958,10,2,2,9,28,57,2021-10-22 12:15:00,57,24
05,05962,10,7,4,8,19,86,2021-10-22 12:15:00,80,17
05,05966,3,1,0,3,12,16,2021-10-22 12:15:00,16,12
05,05970,5,1,1,5,14,93,2021-10-22 12:15:00,93,14
05,05974,9,6,1,7,14,71,2021-10-22 12:15:00,62,9
05,05978,8,3,2,8,13,99,2021-10-22 12:15:00,99,13
06,06411,7,9,3,4,18,73,2021-10-22 12:15:00,39,7
06,06412,16,24,16,11,30,253,2021-10-22 12:15:00,227,26
06,06413,4,4,4,2,13,94,2021-10-22 12:15:00,87,7
06,06414,6,8,5,4,8,92,2021-10-22 12:15:00,81,8
06,06431,5,5,3,5,6,35,2021-10-22 12:15:00,35,6
06,06432,2,11,9,2,0,28,2021-10-22 12:15:00,28,0
06,06433,2,4,2,2,0,23,2021-10-22 12:15:00,23,0
06,06434,2,3,1,2,5,20,2021-10-22 12:15:00,20,5
06,06435,7,5,2,4,6,75,2021-10-22 12:15:00,64,3
06,06436,2,1,1,2,5,20,2021-10-22 12:15:00,20,5
06,06437,2,1,0,2,6,120,2021-10-22 12:15:00,120,6
