bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,0,0,2,3,39,2022-01-10 11:18:46+00:00,33,2
01,01002,7,12,8,3,34,104,2022-01-10 11:18:46+00:00,89,25
01,01003,3,9,8,2,8,122,2022-01-10 11:18:46+00:00,100,6
01,01004,1,2,2,1,5,20,2022-01-10 11:18:46+00:00,20,5
01,01051,1,3,2,1,2,36,2022-01-10 11:18:46+00:00,36,2
01,01053,2,1,0,2,1,17,2022-01-10 11:18:46+00:00,17,1
01,01054,3,2,1,3,5,19,2022-01-10 11:18:46+00:00,19,5
01,01055,3,3,0,3,12,36,2022-01-10 11:18:46+00:00,36,12
01,01056,2,2,1,2,3,31,2022-01-10 11:18:46+00:00,31,3
01,01057,1,1,1,1,8,4,2022-01-10 11:18:46+00:00,4,8
01,01058,5,3,2,3,11,30,2022-01-10 11:18:46+00:00,28,7
01,01059,1,2,1,1,1,23,2022-01-10 11:18:46+00:00,23,1
01,01060,3,5,5,3,20,66,2022-01-10 11:18:46+00:00,66,20
01,01061,3,0,0,1,10,33,2022-01-10 11:18:46+00:00,26,4
01,01062,3,8,7,3,10,19,2022-01-10 11:18:46+00:00,19,10
02,02000,34,88,47,24,122,446,2022-01-10 11:18:46+00:00,387,72
03,03101,7,8,4,5,37,95,2022-01-10 11:18:46+00:00,83,32
03,03102,2,4,3,2,3,25,2022-01-10 11:18:46+00:00,25,3
03,03103,3,3,2,1,12,19,2022-01-10 11:18:46+00:00,14,8
03,03151,1,2,0,1,0,12,2022-01-10 11:18:46+00:00,12,0
03,03153,3,2,1,3,4,20,2022-01-10 11:18:46+00:00,20,4
03,03154,1,4,3,1,0,17,2022-01-10 11:18:46+00:00,17,0
03,03155,2,2,1,2,6,14,2022-01-10 11:18:46+00:00,14,6
03,03157,1,2,1,1,1,13,2022-01-10 11:18:46+00:00,13,1
03,03158,1,3,2,1,3,13,2022-01-10 11:18:46+00:00,13,3
03,03159,8,20,13,7,25,114,2022-01-10 11:18:46+00:00,101,20
03,03241,19,40,31,16,51,347,2022-01-10 11:18:46+00:00,302,41
03,03251,3,0,0,3,5,12,2022-01-10 11:18:46+00:00,12,5
03,03252,6,3,2,4,20,56,2022-01-10 11:18:46+00:00,55,15
03,03254,7,5,2,4,16,60,2022-01-10 11:18:46+00:00,54,11
03,03255,1,2,1,1,1,8,2022-01-10 11:18:46+00:00,8,1
03,03256,1,0,0,1,4,12,2022-01-10 11:18:46+00:00,12,4
03,03257,1,0,0,1,6,18,2022-01-10 11:18:46+00:00,18,6
03,03351,2,2,1,1,3,29,2022-01-10 11:18:46+00:00,20,2
03,03352,2,3,1,2,4,11,2022-01-10 11:18:46+00:00,11,4
03,03353,3,1,0,3,8,24,2022-01-10 11:18:46+00:00,24,8
03,03354,1,1,0,1,1,5,2022-01-10 11:18:46+00:00,5,1
03,03355,3,3,2,1,14,29,2022-01-10 11:18:46+00:00,18,8
03,03356,3,2,1,2,4,8,2022-01-10 11:18:46+00:00,8,4
03,03357,3,2,2,2,9,25,2022-01-10 11:18:46+00:00,22,8
03,03358,2,1,0,2,7,15,2022-01-10 11:18:46+00:00,15,7
03,03359,3,2,1,2,4,26,2022-01-10 11:18:46+00:00,26,2
03,03360,2,5,4,2,4,72,2022-01-10 11:18:46+00:00,72,4
03,03361,2,1,0,2,2,13,2022-01-10 11:18:46+00:00,13,2
03,03401,1,1,0,1,5,14,2022-01-10 11:18:46+00:00,14,5
03,03402,1,1,1,1,4,13,2022-01-10 11:18:46+00:00,13,4
03,03403,6,11,5,3,10,106,2022-01-10 11:18:46+00:00,88,6
03,03404,5,8,8,4,23,99,2022-01-10 11:18:46+00:00,84,22
03,03405,2,2,0,1,9,20,2022-01-10 11:18:46+00:00,16,5
03,03451,3,2,1,2,6,26,2022-01-10 11:18:46+00:00,26,6
03,03452,4,0,0,3,9,28,2022-01-10 11:18:46+00:00,25,4
03,03453,3,0,0,3,8,16,2022-01-10 11:18:46+00:00,16,8
03,03454,10,6,1,6,29,60,2022-01-10 11:18:46+00:00,53,12
03,03455,2,1,0,2,6,25,2022-01-10 11:18:46+00:00,25,6
03,03456,1,2,1,1,5,22,2022-01-10 11:18:46+00:00,22,5
03,03457,6,2,0,4,7,22,2022-01-10 11:18:46+00:00,20,4
03,03458,1,0,0,1,1,6,2022-01-10 11:18:46+00:00,6,1
03,03459,7,3,1,6,21,68,2022-01-10 11:18:46+00:00,68,21
03,03460,5,1,1,3,14,22,2022-01-10 11:18:46+00:00,18,10
03,03461,2,1,1,2,4,8,2022-01-10 11:18:46+00:00,8,4
03,03462,1,0,0,1,1,7,2022-01-10 11:18:46+00:00,7,1
04,04011,9,26,18,8,5,145,2022-01-10 11:18:46+00:00,132,2
04,04012,4,0,0,3,13,32,2022-01-10 11:18:46+00:00,27,11
05,05111,14,34,21,11,22,277,2022-01-10 11:18:46+00:00,253,17
05,05112,16,12,9,9,28,160,2022-01-10 11:18:46+00:00,140,20
05,05113,15,37,25,12,49,321,2022-01-10 11:18:46+00:00,302,40
05,05114,7,5,5,4,22,63,2022-01-10 11:18:46+00:00,52,18
05,05116,6,13,7,4,10,79,2022-01-10 11:18:46+00:00,73,9
05,05117,2,6,3,2,5,32,2022-01-10 11:18:46+00:00,32,5
05,05119,6,6,2,4,10,51,2022-01-10 11:18:46+00:00,37,5
05,05120,1,2,1,1,6,22,2022-01-10 11:18:46+00:00,22,6
05,05122,4,8,7,3,13,51,2022-01-10 11:18:46+00:00,51,9
05,05124,7,17,12,5,24,123,2022-01-10 11:18:46+00:00,111,22
05,05154,8,1,1,5,20,47,2022-01-10 11:18:46+00:00,46,13
05,05158,6,10,5,6,12,50,2022-01-10 11:18:46+00:00,50,12
05,05162,7,6,3,5,11,90,2022-01-10 11:18:46+00:00,79,8
05,05166,4,1,1,4,14,22,2022-01-10 11:18:46+00:00,22,14
05,05170,11,11,7,8,23,98,2022-01-10 11:18:46+00:00,96,14
05,05314,18,21,17,11,26,267,2022-01-10 11:18:46+00:00,219,12
05,05315,29,27,18,18,30,349,2022-01-10 11:18:46+00:00,295,25
05,05316,5,6,2,2,7,62,2022-01-10 11:18:46+00:00,49,2
05,05334,13,15,10,7,24,242,2022-01-10 11:18:46+00:00,234,20
05,05358,6,6,2,4,6,58,2022-01-10 11:18:46+00:00,54,2
05,05362,6,13,8,6,9,45,2022-01-10 11:18:46+00:00,45,9
05,05366,3,2,1,3,1,29,2022-01-10 11:18:46+00:00,29,1
05,05370,3,1,0,3,6,34,2022-01-10 11:18:46+00:00,34,6
05,05374,6,6,6,6,13,66,2022-01-10 11:18:46+00:00,66,13
05,05378,4,5,3,4,4,37,2022-01-10 11:18:46+00:00,37,4
05,05382,7,6,4,6,7,78,2022-01-10 11:18:46+00:00,66,5
05,05512,2,3,1,2,11,29,2022-01-10 11:18:46+00:00,29,11
05,05513,7,6,3,4,16,77,2022-01-10 11:18:46+00:00,67,5
05,05515,9,10,9,7,15,194,2022-01-10 11:18:46+00:00,177,14
05,05554,6,8,5,5,8,59,2022-01-10 11:18:46+00:00,59,6
05,05558,5,5,2,3,3,28,2022-01-10 11:18:46+00:00,18,3
05,05562,15,15,12,14,42,186,2022-01-10 11:18:46+00:00,165,31
05,05566,7,6,4,5,27,79,2022-01-10 11:18:46+00:00,67,24
05,05570,6,2,1,5,18,32,2022-01-10 11:18:46+00:00,31,15
05,05711,6,4,0,4,13,124,2022-01-10 11:18:46+00:00,103,6
05,05754,4,3,3,4,8,40,2022-01-10 11:18:46+00:00,40,8
05,05758,5,7,5,3,12,43,2022-01-10 11:18:46+00:00,37,8
05,05762,6,2,0,5,9,26,2022-01-10 11:18:46+00:00,22,9
05,05766,2,10,6,2,2,48,2022-01-10 11:18:46+00:00,48,2
05,05770,9,11,9,6,21,179,2022-01-10 11:18:46+00:00,158,15
05,05774,7,14,14,5,17,70,2022-01-10 11:18:46+00:00,58,14
05,05911,8,18,10,6,21,168,2022-01-10 11:18:46+00:00,149,19
05,05913,8,12,4,8,37,246,2022-01-10 11:18:46+00:00,246,37
05,05914,7,5,3,5,9,73,2022-01-10 11:18:46+00:00,71,2
05,05915,7,7,6,5,24,68,2022-01-10 11:18:46+00:00,56,14
05,05916,4,7,3,4,11,52,2022-01-10 11:18:46+00:00,52,11
05,05954,8,4,1,6,31,103,2022-01-10 11:18:46+00:00,68,23
05,05958,10,11,9,9,15,72,2022-01-10 11:18:46+00:00,72,11
05,05962,10,9,7,8,21,82,2022-01-10 11:18:46+00:00,76,19
05,05966,3,3,1,3,8,20,2022-01-10 11:18:46+00:00,20,8
05,05970,5,1,1,5,12,95,2022-01-10 11:18:46+00:00,95,12
05,05974,9,2,0,7,25,64,2022-01-10 11:18:46+00:00,58,17
05,05978,8,1,0,8,14,89,2022-01-10 11:18:46+00:00,89,14
06,06411,7,8,6,4,31,79,2022-01-10 11:18:46+00:00,54,7
06,06412,17,36,12,12,41,250,2022-01-10 11:18:46+00:00,226,36
06,06413,4,10,9,2,16,92,2022-01-10 11:18:46+00:00,81,13
06,06414,6,11,6,4,20,73,2022-01-10 11:18:46+00:00,64,20
06,06431,5,3,0,5,10,30,2022-01-10 11:18:46+00:00,30,10
06,06432,2,14,9,2,1,26,2022-01-10 11:18:46+00:00,26,1
06,06433,2,6,3,2,6,19,2022-01-10 11:18:46+00:00,19,6
06,06434,2,2,1,2,5,20,2022-01-10 11:18:46+00:00,20,5
