bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,3,2,2,6,36,2022-04-09 10:19:42+00:00,32,3
01,01002,7,4,1,3,24,112,2022-04-09 10:19:42+00:00,92,21
01,01003,3,13,4,2,10,114,2022-04-09 10:19:42+00:00,94,6
01,01004,1,1,0,1,3,22,2022-04-09 10:19:42+00:00,22,3
01,01051,1,0,0,1,5,35,2022-04-09 10:19:42+00:00,35,5
01,01053,2,1,0,2,2,16,2022-04-09 10:19:42+00:00,16,2
01,01054,3,2,1,3,8,16,2022-04-09 10:19:42+00:00,16,8
01,01055,3,4,0,3,9,32,2022-04-09 10:19:42+00:00,32,9
01,01056,2,2,1,2,6,29,2022-04-09 10:19:42+00:00,29,6
01,01057,1,1,0,1,3,9,2022-04-09 10:19:42+00:00,9,3
01,01058,5,5,2,3,9,31,2022-04-09 10:19:42+00:00,29,6
01,01059,1,1,1,1,1,23,2022-04-09 10:19:42+00:00,23,1
01,01060,3,2,2,3,22,59,2022-04-09 10:19:42+00:00,59,22
01,01061,3,3,0,1,6,33,2022-04-09 10:19:42+00:00,22,4
01,01062,3,3,0,3,5,19,2022-04-09 10:19:42+00:00,19,5
02,02000,34,42,17,24,118,435,2022-04-09 10:19:42+00:00,381,68
03,03101,7,7,3,5,30,102,2022-04-09 10:19:42+00:00,88,27
03,03102,2,2,2,2,3,25,2022-04-09 10:19:42+00:00,25,3
03,03103,3,0,0,1,5,23,2022-04-09 10:19:42+00:00,15,5
03,03151,1,2,1,1,0,12,2022-04-09 10:19:42+00:00,12,0
03,03153,3,1,0,3,5,20,2022-04-09 10:19:42+00:00,20,5
03,03154,1,4,4,1,0,17,2022-04-09 10:19:42+00:00,17,0
03,03155,2,2,0,2,3,17,2022-04-09 10:19:42+00:00,17,3
03,03157,1,2,0,1,2,13,2022-04-09 10:19:42+00:00,13,2
03,03158,1,1,1,1,3,13,2022-04-09 10:19:42+00:00,13,3
03,03159,8,13,2,7,17,121,2022-04-09 10:19:42+00:00,109,13
03,03241,19,22,11,16,60,330,2022-04-09 10:19:42+00:00,293,45
03,03251,3,4,2,3,3,10,2022-04-09 10:19:42+00:00,10,3
03,03252,6,5,2,4,17,53,2022-04-09 10:19:42+00:00,51,13
03,03254,7,4,1,4,27,48,2022-04-09 10:19:42+00:00,42,22
03,03255,1,0,0,1,0,9,2022-04-09 10:19:42+00:00,9,0
03,03256,1,1,0,1,4,12,2022-04-09 10:19:42+00:00,12,4
03,03257,1,1,0,1,3,21,2022-04-09 10:19:42+00:00,21,3
03,03351,2,3,2,1,17,21,2022-04-09 10:19:42+00:00,17,11
03,03352,2,3,1,2,3,12,2022-04-09 10:19:42+00:00,12,3
03,03353,3,3,1,3,6,23,2022-04-09 10:19:42+00:00,23,6
03,03354,1,0,0,1,0,6,2022-04-09 10:19:42+00:00,6,0
03,03355,3,2,0,1,5,31,2022-04-09 10:19:42+00:00,19,1
03,03356,3,2,1,2,1,9,2022-04-09 10:19:42+00:00,9,1
03,03357,3,1,0,2,8,24,2022-04-09 10:19:42+00:00,23,5
03,03358,2,1,0,2,7,14,2022-04-09 10:19:42+00:00,14,7
03,03359,3,2,1,2,3,24,2022-04-09 10:19:42+00:00,24,0
03,03360,2,3,1,2,6,70,2022-04-09 10:19:42+00:00,70,6
03,03361,2,1,0,2,0,15,2022-04-09 10:19:42+00:00,15,0
03,03401,1,1,0,1,1,15,2022-04-09 10:19:42+00:00,15,1
03,03402,1,2,1,1,2,11,2022-04-09 10:19:42+00:00,11,2
03,03403,6,6,2,3,7,99,2022-04-09 10:19:42+00:00,86,3
03,03404,3,11,5,3,5,85,2022-04-09 10:19:42+00:00,85,5
03,03405,2,3,0,1,6,20,2022-04-09 10:19:42+00:00,15,3
03,03451,3,2,2,2,4,28,2022-04-09 10:19:42+00:00,28,4
03,03452,4,8,4,3,7,30,2022-04-09 10:19:42+00:00,26,3
03,03453,3,1,0,3,5,17,2022-04-09 10:19:42+00:00,17,5
03,03454,10,6,3,6,21,66,2022-04-09 10:19:42+00:00,57,6
03,03455,2,2,0,2,12,16,2022-04-09 10:19:42+00:00,16,12
03,03456,1,4,1,1,1,26,2022-04-09 10:19:42+00:00,26,1
03,03457,6,1,1,4,10,17,2022-04-09 10:19:42+00:00,16,6
03,03458,1,0,0,1,2,5,2022-04-09 10:19:42+00:00,5,2
03,03459,7,8,3,6,12,76,2022-04-09 10:19:42+00:00,76,12
03,03460,5,0,0,3,11,25,2022-04-09 10:19:42+00:00,20,8
03,03461,2,1,0,2,1,9,2022-04-09 10:19:42+00:00,9,1
03,03462,1,1,0,1,1,7,2022-04-09 10:19:42+00:00,7,1
04,04011,9,10,3,8,8,123,2022-04-09 10:19:42+00:00,112,3
04,04012,4,2,0,3,10,39,2022-04-09 10:19:42+00:00,32,9
05,05111,15,21,8,11,33,268,2022-04-09 10:19:42+00:00,248,7
05,05112,15,12,4,9,40,135,2022-04-09 10:19:42+00:00,118,29
05,05113,15,10,5,12,24,335,2022-04-09 10:19:42+00:00,311,19
05,05114,7,3,2,4,24,64,2022-04-09 10:19:42+00:00,56,17
05,05116,6,11,3,4,16,73,2022-04-09 10:19:42+00:00,66,16
05,05117,2,4,3,2,7,26,2022-04-09 10:19:42+00:00,26,7
05,05119,6,3,0,4,12,56,2022-04-09 10:19:42+00:00,46,3
05,05120,1,4,1,1,6,22,2022-04-09 10:19:42+00:00,22,6
05,05122,4,7,6,3,10,60,2022-04-09 10:19:42+00:00,59,7
05,05124,7,9,5,5,10,129,2022-04-09 10:19:42+00:00,115,10
05,05154,8,7,1,5,12,52,2022-04-09 10:19:42+00:00,50,7
05,05158,6,3,2,6,14,47,2022-04-09 10:19:42+00:00,47,14
05,05162,7,3,1,5,13,85,2022-04-09 10:19:42+00:00,74,10
05,05166,4,2,0,4,11,25,2022-04-09 10:19:42+00:00,25,11
05,05170,11,13,7,8,32,94,2022-04-09 10:19:42+00:00,91,24
05,05314,18,18,11,11,23,265,2022-04-09 10:19:42+00:00,204,20
05,05315,30,26,13,18,20,370,2022-04-09 10:19:42+00:00,312,18
05,05316,5,4,2,2,15,54,2022-04-09 10:19:42+00:00,43,8
05,05334,13,21,12,7,15,256,2022-04-09 10:19:42+00:00,240,12
