bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,3,0,2,3,39,2022-07-09 10:20:04+00:00,34,1
01,01002,7,4,2,3,21,105,2022-07-09 10:20:04+00:00,86,17
01,01003,3,6,2,2,10,106,2022-07-09 10:20:04+00:00,86,9
01,01004,1,2,1,1,4,19,2022-07-09 10:20:04+00:00,19,4
01,01051,1,3,1,1,5,30,2022-07-09 10:20:04+00:00,30,5
01,01053,2,0,0,2,2,15,2022-07-09 10:20:04+00:00,15,2
01,01054,3,1,1,3,2,20,2022-07-09 10:20:04+00:00,20,2
01,01055,3,1,0,3,13,32,2022-07-09 10:20:04+00:00,32,13
01,01056,2,0,0,2,8,24,2022-07-09 10:20:04+00:00,24,8
01,01057,1,0,0,1,3,9,2022-07-09 10:20:04+00:00,9,3
01,01058,5,1,0,3,10,33,2022-07-09 10:20:04+00:00,31,6
01,01059,1,1,1,1,0,24,2022-07-09 10:20:04+00:00,24,0
01,01060,3,1,1,3,26,53,2022-07-09 10:20:04+00:00,53,26
01,01061,3,0,0,1,13,30,2022-07-09 10:20:04+00:00,20,10
01,01062,3,6,1,3,6,22,2022-07-09 10:20:04+00:00,22,6
02,02000,32,40,12,24,96,436,2022-07-09 10:20:04+00:00,386,57
03,03101,7,0,0,5,30,102,2022-07-09 10:20:04+00:00,90,25
03,03102,2,1,0,2,6,22,2022-07-09 10:20:04+00:00,22,6
03,03103,3,2,0,1,11,19,2022-07-09 10:20:04+00:00,13,7
03,03151,1,0,0,1,0,13,2022-07-09 10:20:04+00:00,13,0
03,03153,3,2,1,3,1,24,2022-07-09 10:20:04+00:00,24,1
03,03154,1,0,0,1,0,15,2022-07-09 10:20:04+00:00,15,0
03,03155,2,0,0,2,5,11,2022-07-09 10:20:04+00:00,11,5
03,03157,1,0,0,1,0,12,2022-07-09 10:20:04+00:00,12,0
03,03158,1,0,0,1,7,9,2022-07-09 10:20:04+00:00,9,7
03,03159,8,7,3,7,24,106,2022-07-09 10:20:04+00:00,94,24
03,03241,18,11,8,15,38,297,2022-07-09 10:20:04+00:00,247,28
03,03251,3,0,0,3,3,15,2022-07-09 10:20:04+00:00,15,3
03,03252,6,0,0,4,19,53,2022-07-09 10:20:04+00:00,53,13
03,03254,7,4,0,4,20,49,2022-07-09 10:20:04+00:00,42,16
03,03255,1,0,0,1,1,9,2022-07-09 10:20:04+00:00,9,1
03,03256,1,0,0,1,4,12,2022-07-09 10:20:04+00:00,12,4
03,03257,1,1,0,1,4,20,2022-07-09 10:20:04+00:00,20,4
03,03351,2,2,0,1,10,27,2022-07-09 10:20:04+00:00,20,8
03,03352,2,1,0,2,2,12,2022-07-09 10:20:04+00:00,12,2
03,03353,3,0,0,3,3,29,2022-07-09 10:20:04+00:00,29,3
03,03354,1,0,0,1,0,6,2022-07-09 10:20:04+00:00,6,0
03,03355,3,1,1,1,7,30,2022-07-09 10:20:04+00:00,19,1
03,03356,3,0,0,2,3,6,2022-07-09 10:20:04+00:00,6,3
03,03357,3,0,0,2,3,25,2022-07-09 10:20:04+00:00,23,1
03,03358,2,3,0,2,5,17,2022-07-09 10:20:04+00:00,17,5
03,03359,3,0,0,2,9,17,2022-07-09 10:20:04+00:00,17,6
03,03360,2,1,0,2,5,71,2022-07-09 10:20:04+00:00,71,5
03,03361,2,3,2,2,1,14,2022-07-09 10:20:04+00:00,14,1
03,03401,1,0,0,1,4,12,2022-07-09 10:20:04+00:00,12,4
03,03402,1,0,0,1,0,10,2022-07-09 10:20:04+00:00,10,0
03,03403,5,5,1,3,10,100,2022-07-09 10:20:04+00:00,89,8
03,03404,3,3,1,3,8,87,2022-07-09 10:20:04+00:00,87,8
03,03405,1,0,0,1,0,18,2022-07-09 10:20:04+00:00,18,0
03,03451,3,0,0,2,1,29,2022-07-09 10:20:04+00:00,29,1
03,03452,4,3,2,3,3,33,2022-07-09 10:20:04+00:00,25,3
03,03453,3,2,1,3,9,16,2022-07-09 10:20:04+00:00,16,9
03,03454,10,3,1,6,24,65,2022-07-09 10:20:04+00:00,49,16
03,03455,2,0,0,2,4,24,2022-07-09 10:20:04+00:00,24,4
03,03456,1,1,0,1,1,24,2022-07-09 10:20:04+00:00,24,1
03,03457,6,0,0,4,7,20,2022-07-09 10:20:04+00:00,19,3
03,03458,1,0,0,1,0,7,2022-07-09 10:20:04+00:00,7,0
03,03459,7,7,0,6,7,76,2022-07-09 10:20:04+00:00,76,7
03,03460,5,2,1,3,11,23,2022-07-09 10:20:04+00:00,21,5
03,03461,2,1,0,2,3,10,2022-07-09 10:20:04+00:00,10,3
03,03462,1,0,0,1,0,8,2022-07-09 10:20:04+00:00,8,0
04,04011,9,12,4,8,8,128,2022-07-09 10:20:04+00:00,118,2
04,04012,4,5,4,3,3,45,2022-07-09 10:20:04+00:00,36,2
05,05111,15,10,5,11,24,264,2022-07-09 10:20:04+00:00,236,9
05,05112,14,10,3,9,24,130,2022-07-09 10:20:04+00:00,112,16
05,05113,15,12,7,12,34,290,2022-07-09 10:20:04+00:00,270,28
05,05114,7,3,0,4,8,72,2022-07-09 10:20:04+00:00,60,8
05,05116,6,8,1,4,7,80,2022-07-09 10:20:04+00:00,74,6
05,05117,2,4,2,2,6,30,2022-07-09 10:20:04+00:00,30,6
05,05119,6,4,0,4,5,67,2022-07-09 10:20:04+00:00,53,0
05,05120,1,2,0,1,1,23,2022-07-09 10:20:04+00:00,23,1
05,05122,4,3,2,3,13,59,2022-07-09 10:20:04+00:00,56,12
05,05124,7,11,4,5,20,112,2022-07-09 10:20:04+00:00,102,16
05,05154,8,4,1,5,19,43,2022-07-09 10:20:04+00:00,42,12
05,05158,6,4,1,6,14,47,2022-07-09 10:20:04+00:00,47,14
05,05162,7,9,2,5,11,87,2022-07-09 10:20:04+00:00,76,8
05,05166,4,2,1,4,8,20,2022-07-09 10:20:04+00:00,20,8
05,05170,11,9,1,8,22,101,2022-07-09 10:20:04+00:00,94,18
05,05314,18,19,5,11,20,252,2022-07-09 10:20:04+00:00,195,14
05,05315,23,20,7,16,15,259,2022-07-09 10:20:04+00:00,227,15
05,05316,5,3,0,2,12,53,2022-07-09 10:20:04+00:00,39,8
05,05334,13,15,3,7,17,243,2022-07-09 10:20:04+00:00,229,13
05,05358,6,5,3,4,6,48,2022-07-09 10:20:04+00:00,42,4
05,05362,6,2,2,6,13,50,2022-07-09 10:20:04+00:00,50,13
05,05366,3,1,0,3,9,19,2022-07-09 10:20:04+00:00,19,9
05,05370,3,4,0,3,10,26,2022-07-09 10:20:04+00:00,26,10
05,05374,4,3,1,4,8,41,2022-07-09 10:20:04+00:00,41,8
05,05378,3,1,0,3,0,29,2022-07-09 10:20:04+00:00,29,0
05,05382,7,6,1,6,8,71,2022-07-09 10:20:04+00:00,63,6
05,05512,2,3,2,2,12,31,2022-07-09 10:20:04+00:00,31,12
05,05513,7,6,5,4,13,72,2022-07-09 10:20:04+00:00,58,5
05,05515,10,5,3,7,27,185,2022-07-09 10:20:04+00:00,171,19
05,05554,6,4,2,5,24,45,2022-07-09 10:20:04+00:00,45,22
05,05558,5,5,1,3,9,23,2022-07-09 10:20:04+00:00,14,8
05,05562,14,13,5,13,45,168,2022-07-09 10:20:04+00:00,144,37
05,05566,7,2,0,5,19,83,2022-07-09 10:20:04+00:00,70,17
05,05570,6,5,0,5,5,42,2022-07-09 10:20:04+00:00,40,3
05,05711,7,6,2,4,11,114,2022-07-09 10:20:04+00:00,89,10
05,05754,3,2,0,3,4,20,2022-07-09 10:20:04+00:00,20,4
05,05758,4,4,3,2,12,38,2022-07-09 10:20:04+00:00,33,7
05,05762,6,3,0,5,8,24,2022-07-09 10:20:04+00:00,22,6
05,05766,2,6,3,2,2,48,2022-07-09 10:20:04+00:00,48,2
05,05770,9,4,1,6,15,177,2022-07-09 10:20:04+00:00,153,12
05,05774,7,3,1,5,25,57,2022-07-09 10:20:04+00:00,48,19
05,05911,8,7,3,6,19,156,2022-07-09 10:20:04+00:00,141,13
