bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,1,0,2,9,33,2022-06-12 10:19:53+00:00,30,5
01,01002,7,1,0,3,20,111,2022-06-12 10:19:53+00:00,92,15
01,01003,3,2,1,2,3,120,2022-06-12 10:19:53+00:00,100,2
01,01004,1,0,0,1,8,17,2022-06-12 10:19:53+00:00,17,8
01,01051,1,0,0,1,4,26,2022-06-12 10:19:53+00:00,26,4
01,01053,2,0,0,2,4,16,2022-06-12 10:19:53+00:00,16,4
01,01054,3,0,0,3,7,17,2022-06-12 10:19:53+00:00,17,7
01,01055,3,1,1,3,7,35,2022-06-12 10:19:53+00:00,35,7
01,01056,2,0,0,2,5,32,2022-06-12 10:19:53+00:00,32,5
01,01057,1,0,0,1,3,9,2022-06-12 10:19:53+00:00,9,3
01,01058,5,1,0,3,8,35,2022-06-12 10:19:53+00:00,32,5
01,01059,1,1,0,1,0,24,2022-06-12 10:19:53+00:00,24,0
01,01060,3,1,1,3,27,54,2022-06-12 10:19:53+00:00,54,27
01,01061,3,0,0,1,9,35,2022-06-12 10:19:53+00:00,21,9
01,01062,3,1,0,3,10,18,2022-06-12 10:19:53+00:00,18,10
02,02000,33,15,6,23,107,424,2022-06-12 10:19:53+00:00,360,66
03,03101,7,1,1,5,25,107,2022-06-12 10:19:53+00:00,92,23
03,03102,2,0,0,2,1,27,2022-06-12 10:19:53+00:00,27,1
03,03103,3,0,0,1,7,23,2022-06-12 10:19:53+00:00,15,5
03,03151,1,1,0,1,0,12,2022-06-12 10:19:53+00:00,12,0
03,03153,3,0,0,3,1,24,2022-06-12 10:19:53+00:00,24,1
03,03154,1,0,0,1,0,15,2022-06-12 10:19:53+00:00,15,0
03,03155,2,0,0,2,4,14,2022-06-12 10:19:53+00:00,14,4
03,03157,1,2,0,1,2,12,2022-06-12 10:19:53+00:00,12,2
03,03158,1,0,0,1,6,10,2022-06-12 10:19:53+00:00,10,6
03,03159,8,4,0,7,21,111,2022-06-12 10:19:53+00:00,101,19
03,03241,19,10,5,16,60,315,2022-06-12 10:19:53+00:00,272,52
03,03251,3,0,0,3,9,9,2022-06-12 10:19:53+00:00,9,9
03,03252,6,0,0,4,19,53,2022-06-12 10:19:53+00:00,53,13
03,03254,7,1,0,4,35,40,2022-06-12 10:19:53+00:00,34,30
03,03255,1,1,1,1,0,10,2022-06-12 10:19:53+00:00,10,0
03,03256,1,1,0,1,5,11,2022-06-12 10:19:53+00:00,11,5
03,03257,1,0,0,1,2,22,2022-06-12 10:19:53+00:00,22,2
03,03351,2,1,0,1,9,29,2022-06-12 10:19:53+00:00,22,6
03,03352,2,1,0,2,1,13,2022-06-12 10:19:53+00:00,13,1
03,03353,3,2,0,3,8,21,2022-06-12 10:19:53+00:00,21,8
03,03354,1,0,0,1,0,6,2022-06-12 10:19:53+00:00,6,0
03,03355,3,0,0,1,6,31,2022-06-12 10:19:53+00:00,18,2
03,03356,3,0,0,2,1,8,2022-06-12 10:19:53+00:00,8,1
03,03357,3,0,0,2,5,25,2022-06-12 10:19:53+00:00,24,2
03,03358,2,0,0,2,6,12,2022-06-12 10:19:53+00:00,12,6
03,03359,3,0,0,2,5,23,2022-06-12 10:19:53+00:00,23,2
03,03360,2,0,0,2,4,72,2022-06-12 10:19:53+00:00,72,4
03,03361,2,0,0,2,2,13,2022-06-12 10:19:53+00:00,13,2
03,03401,1,1,0,1,1,18,2022-06-12 10:19:53+00:00,18,1
03,03402,1,0,0,1,0,13,2022-06-12 10:19:53+00:00,13,0
03,03403,6,2,1,3,5,107,2022-06-12 10:19:53+00:00,90,4
03,03404,5,1,1,4,8,101,2022-06-12 10:19:53+00:00,86,7
03,03405,2,0,0,1,2,26,2022-06-12 10:19:53+00:00,19,1
03,03451,3,0,0,2,1,30,2022-06-12 10:19:53+00:00,30,1
03,03452,4,0,0,3,4,32,2022-06-12 10:19:53+00:00,25,3
03,03453,3,0,0,3,4,20,2022-06-12 10:19:53+00:00,20,4
03,03454,10,2,1,6,27,62,2022-06-12 10:19:53+00:00,49,16
03,03455,2,0,0,2,6,25,2022-06-12 10:19:53+00:00,25,6
03,03456,1,0,0,1,4,21,2022-06-12 10:19:53+00:00,21,4
03,03457,6,0,0,4,4,22,2022-06-12 10:19:53+00:00,18,3
03,03458,1,0,0,1,0,7,2022-06-12 10:19:53+00:00,7,0
03,03459,7,3,1,6,16,70,2022-06-12 10:19:53+00:00,70,16
