bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,1,0,2,3,38,2021-11-08 12:15:00,34,0
01,01002,5,4,4,3,40,124,2021-11-08 12:15:00,123,35
01,01003,2,8,4,2,21,113,2021-11-08 12:15:00,113,21
01,01004,1,0,0,1,5,20,2021-11-08 12:15:00,20,5
01,01051,1,2,0,1,3,35,2021-11-08 12:15:00,35,3
01,01053,2,1,0,2,6,12,2021-11-08 12:15:00,12,6
01,01054,3,3,2,3,7,17,2021-11-08 12:15:00,17,7
01,01055,3,1,0,3,7,44,2021-11-08 12:15:00,44,7
01,01056,2,2,1,2,2,35,2021-11-08 12:15:00,35,2
01,01057,1,0,0,1,3,9,2021-11-08 12:15:00,9,3
01,01058,5,0,0,3,14,28,2021-11-08 12:15:00,25,11
01,01059,1,0,0,1,3,21,2021-11-08 12:15:00,21,3
01,01060,3,1,1,3,22,63,2021-11-08 12:15:00,63,22
01,01061,3,0,0,1,7,36,2021-11-08 12:15:00,27,3
01,01062,3,1,0,3,8,18,2021-11-08 12:15:00,18,8
02,02000,34,47,29,24,90,515,2021-11-08 12:15:00,442,54
03,03101,7,5,2,5,24,105,2021-11-08 12:15:00,91,21
03,03102,2,0,0,2,4,25,2021-11-08 12:15:00,25,4
03,03103,3,2,2,1,1,28,2021-11-08 12:15:00,20,1
03,03151,1,3,1,1,0,12,2021-11-08 12:15:00,12,0
03,03153,3,1,0,3,2,27,2021-11-08 12:15:00,27,2
03,03154,1,2,2,1,1,16,2021-11-08 12:15:00,16,1
03,03155,2,1,1,2,6,15,2021-11-08 12:15:00,15,6
03,03157,1,2,0,1,3,14,2021-11-08 12:15:00,14,3
03,03158,1,2,0,1,3,13,2021-11-08 12:15:00,13,3
03,03159,8,13,9,7,27,110,2021-11-08 12:15:00,95,25
03,03241,19,30,21,16,50,341,2021-11-08 12:15:00,300,39
03,03251,3,1,0,3,5,12,2021-11-08 12:15:00,12,5
03,03252,6,2,0,4,14,63,2021-11-08 12:15:00,63,8
03,03254,7,1,0,4,23,53,2021-11-08 12:15:00,48,17
03,03255,1,3,0,1,1,8,2021-11-08 12:15:00,8,1
03,03256,1,1,0,1,3,11,2021-11-08 12:15:00,11,3
03,03257,1,3,0,1,8,19,2021-11-08 12:15:00,19,8
03,03351,2,3,1,1,6,26,2021-11-08 12:15:00,19,3
03,03352,2,0,0,2,7,8,2021-11-08 12:15:00,8,7
03,03353,3,4,1,3,5,27,2021-11-08 12:15:00,27,5
03,03354,1,1,1,1,0,6,2021-11-08 12:15:00,6,0
03,03355,3,0,0,1,12,32,2021-11-08 12:15:00,16,12
03,03356,3,2,0,2,1,8,2021-11-08 12:15:00,8,1
03,03357,3,1,0,2,6,26,2021-11-08 12:15:00,25,3
03,03358,2,1,0,2,3,14,2021-11-08 12:15:00,14,3
03,03359,3,2,1,2,9,22,2021-11-08 12:15:00,22,6
03,03360,2,3,3,2,5,71,2021-11-08 12:15:00,71,5
03,03361,2,0,0,2,5,10,2021-11-08 12:15:00,10,5
03,03401,1,1,0,1,0,15,2021-11-08 12:15:00,15,0
03,03402,1,1,1,1,5,14,2021-11-08 12:15:00,14,5
03,03403,6,12,9,3,7,109,2021-11-08 12:15:00,92,1
03,03404,5,5,4,4,14,107,2021-11-08 12:15:00,93,12
03,03405,2,4,1,1,4,27,2021-11-08 12:15:00,22,1
03,03451,3,1,0,2,4,29,2021-11-08 12:15:00,29,4
03,03452,4,1,1,3,4,33,2021-11-08 12:15:00,27,2
03,03453,3,4,3,3,6,18,2021-11-08 12:15:00,18,6
03,03454,10,6,0,6,16,71,2021-11-08 12:15:00,54,8
03,03455,2,1,1,2,5,28,2021-11-08 12:15:00,28,5
03,03456,1,0,0,1,2,25,2021-11-08 12:15:00,25,2
03,03457,6,2,0,4,11,20,2021-11-08 12:15:00,18,8
03,03458,1,3,3,1,0,5,2021-11-08 12:15:00,5,0
03,03459,7,5,3,6,24,68,2021-11-08 12:15:00,68,24
