bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,3,1,2,7,31,2022-04-29 10:19:49+00:00,28,3
01,01002,7,8,5,3,28,112,2022-04-29 10:19:49+00:00,94,22
01,01003,3,9,2,2,5,114,2022-04-29 10:19:49+00:00,93,2
01,01004,1,0,0,1,3,22,2022-04-29 10:19:49+00:00,22,3
01,01051,1,0,0,1,2,36,2022-04-29 10:19:49+00:00,36,2
01,01053,2,1,0,2,1,15,2022-04-29 10:19:49+00:00,15,1
01,01054,3,0,0,3,6,18,2022-04-29 10:19:49+00:00,18,6
01,01055,3,1,0,3,5,44,2022-04-29 10:19:49+00:00,44,5
01,01056,2,0,0,2,4,32,2022-04-29 10:19:49+00:00,32,4
01,01057,1,1,1,1,6,6,2022-04-29 10:19:49+00:00,6,6
01,01058,5,3,0,3,5,36,2022-04-29 10:19:49+00:00,32,3
01,01059,1,2,1,1,0,24,2022-04-29 10:19:49+00:00,24,0
01,01060,3,1,1,3,22,59,2022-04-29 10:19:49+00:00,59,22
01,01061,3,5,2,1,11,33,2022-04-29 10:19:49+00:00,21,9
01,01062,3,5,2,3,6,26,2022-04-29 10:19:49+00:00,26,6
02,02000,34,27,14,24,112,456,2022-04-29 10:19:49+00:00,391,70
03,03101,7,2,1,5,30,102,2022-04-29 10:19:49+00:00,88,27
03,03102,2,2,0,2,2,26,2022-04-29 10:19:49+00:00,26,2
03,03103,3,2,2,1,4,25,2022-04-29 10:19:49+00:00,18,2
03,03151,1,3,1,1,0,14,2022-04-29 10:19:49+00:00,14,0
03,03153,3,3,2,3,0,22,2022-04-29 10:19:49+00:00,22,0
03,03154,1,1,1,1,0,14,2022-04-29 10:19:49+00:00,14,0
03,03155,2,1,0,2,4,14,2022-04-29 10:19:49+00:00,14,4
03,03157,1,0,0,1,1,13,2022-04-29 10:19:49+00:00,13,1
03,03158,1,0,0,1,4,12,2022-04-29 10:19:49+00:00,12,4
03,03159,8,11,3,7,15,124,2022-04-29 10:19:49+00:00,107,14
03,03241,16,10,3,15,35,193,2022-04-29 10:19:49+00:00,176,32
03,03251,3,0,0,3,6,12,2022-04-29 10:19:49+00:00,12,6
03,03252,6,4,0,4,16,54,2022-04-29 10:19:49+00:00,54,10
03,03254,7,3,1,4,23,51,2022-04-29 10:19:49+00:00,46,17
03,03255,1,0,0,1,4,5,2022-04-29 10:19:49+00:00,5,4
03,03256,1,0,0,1,6,10,2022-04-29 10:19:49+00:00,10,6
03,03257,1,2,1,1,0,24,2022-04-29 10:19:49+00:00,24,0
03,03351,2,1,1,1,15,23,2022-04-29 10:19:49+00:00,18,10
03,03352,2,1,0,2,8,7,2022-04-29 10:19:49+00:00,7,8
03,03353,3,3,0,3,1,31,2022-04-29 10:19:49+00:00,31,1
03,03354,1,1,0,1,0,6,2022-04-29 10:19:49+00:00,6,0
03,03355,3,4,1,1,6,31,2022-04-29 10:19:49+00:00,20,0
03,03356,3,3,2,2,0,10,2022-04-29 10:19:49+00:00,10,0
03,03357,3,1,1,2,3,27,2022-04-29 10:19:49+00:00,26,0
03,03358,2,2,1,2,2,20,2022-04-29 10:19:49+00:00,20,2
03,03359,3,3,2,2,3,25,2022-04-29 10:19:49+00:00,25,0
03,03360,2,1,1,2,5,71,2022-04-29 10:19:49+00:00,71,5
03,03361,2,0,0,2,0,14,2022-04-29 10:19:49+00:00,14,0
03,03401,1,0,0,1,6,10,2022-04-29 10:19:49+00:00,10,6
03,03402,1,1,0,1,0,13,2022-04-29 10:19:49+00:00,13,0
03,03403,6,3,2,3,9,104,2022-04-29 10:19:49+00:00,89,7
03,03404,5,4,0,4,12,96,2022-04-29 10:19:49+00:00,82,10
03,03405,2,3,0,1,5,21,2022-04-29 10:19:49+00:00,18,0
03,03451,3,1,1,2,0,29,2022-04-29 10:19:49+00:00,29,0
03,03452,4,5,0,3,6,32,2022-04-29 10:19:49+00:00,26,4
03,03453,3,3,0,3,5,17,2022-04-29 10:19:49+00:00,17,5
03,03454,10,2,1,6,19,69,2022-04-29 10:19:49+00:00,59,5
03,03455,2,1,0,2,5,26,2022-04-29 10:19:49+00:00,26,5
03,03456,1,2,0,1,2,25,2022-04-29 10:19:49+00:00,25,2
03,03457,6,1,0,4,7,20,2022-04-29 10:19:49+00:00,18,4
03,03458,1,0,0,1,2,8,2022-04-29 10:19:49+00:00,8,2
03,03459,7,2,0,6,23,69,2022-04-29 10:19:49+00:00,69,23
03,03460,5,1,0,3,10,26,2022-04-29 10:19:49+00:00,20,8
03,03461,2,2,0,2,1,12,2022-04-29 10:19:49+00:00,12,1
03,03462,1,0,0,1,2,6,2022-04-29 10:19:49+00:00,6,2
04,04011,9,10,3,8,11,139,2022-04-29 10:19:49+00:00,129,5
04,04012,4,4,1,3,9,38,2022-04-29 10:19:49+00:00,31,8
05,05111,15,12,7,11,30,271,2022-04-29 10:19:49+00:00,243,12
05,05112,15,6,2,9,32,132,2022-04-29 10:19:49+00:00,118,18
05,05113,15,17,12,12,33,320,2022-04-29 10:19:49+00:00,298,26
05,05114,7,5,3,4,26,63,2022-04-29 10:19:49+00:00,57,17
05,05116,6,6,2,4,9,80,2022-04-29 10:19:49+00:00,73,9
05,05117,2,7,3,2,1,32,2022-04-29 10:19:49+00:00,32,1
05,05119,6,2,2,4,18,50,2022-04-29 10:19:49+00:00,41,8
05,05120,1,3,1,1,2,26,2022-04-29 10:19:49+00:00,26,2
05,05122,4,7,3,3,17,55,2022-04-29 10:19:49+00:00,54,14
05,05124,7,9,2,5,22,118,2022-04-29 10:19:49+00:00,109,17
05,05154,8,8,3,5,13,56,2022-04-29 10:19:49+00:00,55,6
05,05158,6,3,0,6,20,38,2022-04-29 10:19:49+00:00,38,20
05,05162,7,3,1,5,10,90,2022-04-29 10:19:49+00:00,79,7
05,05166,4,4,2,4,4,28,2022-04-29 10:19:49+00:00,28,4
05,05170,11,13,4,8,24,103,2022-04-29 10:19:49+00:00,101,15
05,05314,17,13,8,10,12,243,2022-04-29 10:19:49+00:00,188,5
05,05315,29,14,5,18,37,356,2022-04-29 10:19:49+00:00,304,29
05,05316,5,2,1,2,14,55,2022-04-29 10:19:49+00:00,45,6
05,05334,13,17,9,7,22,248,2022-04-29 10:19:49+00:00,235,18
05,05358,6,3,1,4,10,54,2022-04-29 10:19:49+00:00,48,8
05,05362,6,3,1,6,9,49,2022-04-29 10:19:49+00:00,49,9
05,05366,3,1,1,3,8,18,2022-04-29 10:19:49+00:00,18,8
