bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,3,2,2,4,36,2022-04-24 10:20:21+00:00,33,0
01,01002,7,5,4,3,35,111,2022-04-24 10:20:21+00:00,96,27
01,01003,3,15,3,2,4,113,2022-04-24 10:20:21+00:00,94,2
01,01004,1,2,1,1,4,21,2022-04-24 10:20:21+00:00,21,4
01,01051,1,0,0,1,2,33,2022-04-24 10:20:21+00:00,33,2
01,01053,2,2,0,2,1,17,2022-04-24 10:20:21+00:00,17,1
01,01054,3,2,0,3,12,12,2022-04-24 10:20:21+00:00,12,12
01,01055,3,0,0,3,7,38,2022-04-24 10:20:21+00:00,38,7
01,01056,2,2,0,2,1,32,2022-04-24 10:20:21+00:00,32,1
01,01057,1,2,0,1,7,5,2022-04-24 10:20:21+00:00,5,7
01,01058,5,4,1,3,13,28,2022-04-24 10:20:21+00:00,25,10
01,01059,1,4,3,1,0,24,2022-04-24 10:20:21+00:00,24,0
01,01060,3,0,0,3,23,58,2022-04-24 10:20:21+00:00,58,23
01,01061,3,3,1,1,18,25,2022-04-24 10:20:21+00:00,17,13
01,01062,3,4,2,3,2,24,2022-04-24 10:20:21+00:00,24,2
02,02000,34,41,21,24,127,440,2022-04-24 10:20:21+00:00,388,74
03,03101,7,5,1,5,32,100,2022-04-24 10:20:21+00:00,88,27
03,03102,2,2,0,2,2,26,2022-04-24 10:20:21+00:00,26,2
03,03103,3,2,2,1,8,21,2022-04-24 10:20:21+00:00,15,5
03,03151,1,3,1,1,1,11,2022-04-24 10:20:21+00:00,11,1
03,03153,3,2,2,3,3,22,2022-04-24 10:20:21+00:00,22,3
03,03154,1,2,1,1,0,14,2022-04-24 10:20:21+00:00,14,0
03,03155,2,2,1,2,3,15,2022-04-24 10:20:21+00:00,15,3
03,03157,1,2,1,1,3,11,2022-04-24 10:20:21+00:00,11,3
03,03158,1,1,0,1,2,14,2022-04-24 10:20:21+00:00,14,2
03,03159,8,10,5,7,18,110,2022-04-24 10:20:21+00:00,97,17
03,03241,19,18,9,16,59,320,2022-04-24 10:20:21+00:00,278,49
03,03251,3,0,0,3,3,11,2022-04-24 10:20:21+00:00,11,3
03,03252,6,2,0,4,13,58,2022-04-24 10:20:21+00:00,56,9
03,03254,7,4,1,4,24,51,2022-04-24 10:20:21+00:00,47,17
03,03255,1,1,1,1,0,9,2022-04-24 10:20:21+00:00,9,0
03,03256,1,1,0,1,1,15,2022-04-24 10:20:21+00:00,15,1
03,03257,1,2,1,1,3,21,2022-04-24 10:20:21+00:00,21,3
03,03351,2,2,1,1,11,27,2022-04-24 10:20:21+00:00,21,7
03,03352,2,3,1,2,5,10,2022-04-24 10:20:21+00:00,10,5
03,03353,3,2,1,3,3,29,2022-04-24 10:20:21+00:00,29,3
03,03354,1,0,0,1,3,3,2022-04-24 10:20:21+00:00,3,3
03,03355,3,2,2,1,11,26,2022-04-24 10:20:21+00:00,17,3
03,03356,3,3,2,2,3,7,2022-04-24 10:20:21+00:00,7,3
03,03357,3,1,1,2,5,27,2022-04-24 10:20:21+00:00,26,2
03,03358,2,3,1,2,0,22,2022-04-24 10:20:21+00:00,22,0
03,03359,3,2,0,2,3,24,2022-04-24 10:20:21+00:00,24,0
