bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,0,0,2,5,36,2022-05-17 10:19:51+00:00,33,1
01,01002,7,8,4,3,28,108,2022-05-17 10:19:51+00:00,93,20
01,01003,3,6,1,2,7,115,2022-05-17 10:19:51+00:00,94,4
01,01004,1,0,0,1,3,22,2022-05-17 10:19:51+00:00,22,3
01,01051,1,0,0,1,4,32,2022-05-17 10:19:51+00:00,32,4
01,01053,2,5,3,2,0,17,2022-05-17 10:19:51+00:00,17,0
01,01054,3,1,1,3,4,20,2022-05-17 10:19:51+00:00,20,4
01,01055,3,4,1,3,5,42,2022-05-17 10:19:51+00:00,42,5
01,01056,2,0,0,2,8,29,2022-05-17 10:19:51+00:00,29,8
01,01057,1,0,0,1,7,5,2022-05-17 10:19:51+00:00,5,7
01,01058,5,0,0,3,14,27,2022-05-17 10:19:51+00:00,27,8
01,01059,1,0,0,1,1,23,2022-05-17 10:19:51+00:00,23,1
01,01060,3,2,1,3,21,65,2022-05-17 10:19:51+00:00,65,21
01,01061,3,4,1,1,11,32,2022-05-17 10:19:51+00:00,23,7
01,01062,3,2,2,3,7,21,2022-05-17 10:19:51+00:00,21,7
02,02000,34,17,7,24,101,467,2022-05-17 10:19:51+00:00,400,63
03,03101,7,3,2,5,34,98,2022-05-17 10:19:51+00:00,89,26
03,03102,2,1,0,2,4,24,2022-05-17 10:19:51+00:00,24,4
03,03103,3,0,0,1,3,26,2022-05-17 10:19:51+00:00,19,1
03,03151,1,2,1,1,0,12,2022-05-17 10:19:51+00:00,12,0
03,03153,3,1,1,3,3,22,2022-05-17 10:19:51+00:00,22,3
03,03154,1,0,0,1,0,15,2022-05-17 10:19:51+00:00,15,0
03,03155,2,0,0,2,4,16,2022-05-17 10:19:51+00:00,16,4
03,03157,1,0,0,1,1,15,2022-05-17 10:19:51+00:00,15,1
03,03158,1,1,0,1,5,11,2022-05-17 10:19:51+00:00,11,5
03,03159,8,4,1,7,23,114,2022-05-17 10:19:51+00:00,103,18
03,03241,16,10,4,15,39,189,2022-05-17 10:19:51+00:00,172,36
03,03251,3,1,1,3,4,13,2022-05-17 10:19:51+00:00,13,4
03,03252,6,1,0,4,21,52,2022-05-17 10:19:51+00:00,52,15
03,03254,7,4,2,4,20,55,2022-05-17 10:19:51+00:00,49,15
03,03255,1,0,0,1,6,4,2022-05-17 10:19:51+00:00,4,6
03,03256,1,0,0,1,2,14,2022-05-17 10:19:51+00:00,14,2
03,03257,1,1,1,1,3,21,2022-05-17 10:19:51+00:00,21,3
03,03351,2,2,0,1,13,20,2022-05-17 10:19:51+00:00,13,10
03,03352,2,0,0,2,4,10,2022-05-17 10:19:51+00:00,10,4
03,03353,3,1,0,3,4,28,2022-05-17 10:19:51+00:00,28,4
03,03354,1,0,0,1,0,7,2022-05-17 10:19:51+00:00,7,0
03,03355,3,1,0,1,4,33,2022-05-17 10:19:51+00:00,20,0
03,03356,3,0,0,2,1,8,2022-05-17 10:19:51+00:00,8,1
03,03357,3,2,0,2,8,22,2022-05-17 10:19:51+00:00,21,5
03,03358,2,0,0,2,8,14,2022-05-17 10:19:51+00:00,14,8
03,03359,3,2,2,2,4,23,2022-05-17 10:19:51+00:00,23,1
03,03360,2,0,0,2,5,71,2022-05-17 10:19:51+00:00,71,5
03,03361,2,0,0,2,0,15,2022-05-17 10:19:51+00:00,15,0
03,03401,1,0,0,1,5,14,2022-05-17 10:19:51+00:00,14,5
03,03402,1,0,0,1,3,10,2022-05-17 10:19:51+00:00,10,3
03,03403,6,3,2,3,7,109,2022-05-17 10:19:51+00:00,93,6
03,03404,5,3,1,4,10,102,2022-05-17 10:19:51+00:00,87,9
03,03405,1,1,0,1,0,20,2022-05-17 10:19:51+00:00,20,0
03,03451,3,1,0,2,3,29,2022-05-17 10:19:51+00:00,29,3
03,03452,4,5,1,3,12,25,2022-05-17 10:19:51+00:00,22,7
03,03453,3,1,0,3,6,18,2022-05-17 10:19:51+00:00,18,6
03,03454,10,3,0,6,32,58,2022-05-17 10:19:51+00:00,51,15
03,03455,2,0,0,2,3,28,2022-05-17 10:19:51+00:00,28,3
03,03456,1,1,0,1,2,23,2022-05-17 10:19:51+00:00,23,2
03,03457,6,1,0,4,8,22,2022-05-17 10:19:51+00:00,22,3
03,03458,1,0,0,1,0,7,2022-05-17 10:19:51+00:00,7,0
03,03459,7,1,1,6,14,84,2022-05-17 10:19:51+00:00,84,14
03,03460,5,2,0,3,7,29,2022-05-17 10:19:51+00:00,26,2
03,03461,2,0,0,2,3,11,2022-05-17 10:19:51+00:00,11,3
03,03462,1,0,0,1,1,7,2022-05-17 10:19:51+00:00,7,1
04,04011,9,4,0,8,7,136,2022-05-17 10:19:51+00:00,123,4
04,04012,4,4,2,3,19,32,2022-05-17 10:19:51+00:00,30,11
05,05111,15,17,7,11,18,281,2022-05-17 10:19:51+00:00,251,3
05,05112,16,6,1,9,33,149,2022-05-17 10:19:51+00:00,130,24
05,05113,15,13,8,12,44,305,2022-05-17 10:19:51+00:00,285,37
05,05114,7,2,0,4,15,74,2022-05-17 10:19:51+00:00,64,10
05,05116,6,3,2,4,7,80,2022-05-17 10:19:51+00:00,73,7
05,05117,2,5,4,2,0,30,2022-05-17 10:19:51+00:00,30,0
05,05119,6,3,0,4,10,60,2022-05-17 10:19:51+00:00,51,0
05,05120,1,1,1,1,6,22,2022-05-17 10:19:51+00:00,22,6
05,05122,4,5,2,3,11,60,2022-05-17 10:19:51+00:00,58,9
05,05124,7,4,1,5,15,123,2022-05-17 10:19:51+00:00,110,14
05,05154,8,1,0,5,17,54,2022-05-17 10:19:51+00:00,53,10
05,05158,6,3,1,6,7,53,2022-05-17 10:19:51+00:00,53,7
05,05162,7,1,0,5,4,96,2022-05-17 10:19:51+00:00,85,1
05,05166,4,0,0,4,11,25,2022-05-17 10:19:51+00:00,25,11
05,05170,11,7,1,8,30,97,2022-05-17 10:19:51+00:00,94,22
05,05314,18,13,9,11,9,271,2022-05-17 10:19:51+00:00,214,4
05,05315,27,11,6,18,20,286,2022-05-17 10:19:51+00:00,236,13
05,05316,5,1,1,2,17,52,2022-05-17 10:19:51+00:00,42,9
05,05334,13,11,3,7,15,243,2022-05-17 10:19:51+00:00,230,11
05,05358,6,2,1,4,14,49,2022-05-17 10:19:51+00:00,45,10
05,05362,6,0,0,6,10,47,2022-05-17 10:19:51+00:00,47,10
05,05366,3,4,3,3,6,24,2022-05-17 10:19:51+00:00,24,6
05,05370,3,4,1,3,7,29,2022-05-17 10:19:51+00:00,29,7
05,05374,5,2,2,5,15,43,2022-05-17 10:19:51+00:00,43,15
05,05378,4,0,0,4,3,36,2022-05-17 10:19:51+00:00,36,3
05,05382,7,4,1,6,12,73,2022-05-17 10:19:51+00:00,61,12
05,05512,2,1,0,2,16,27,2022-05-17 10:19:51+00:00,27,16
05,05513,7,2,1,4,28,65,2022-05-17 10:19:51+00:00,55,16
05,05515,10,6,4,7,15,192,2022-05-17 10:19:51+00:00,177,8
05,05554,6,1,0,5,10,59,2022-05-17 10:19:51+00:00,57,10
05,05558,5,1,1,3,6,29,2022-05-17 10:19:51+00:00,20,5
05,05562,15,7,2,14,54,175,2022-05-17 10:19:51+00:00,151,46
05,05566,7,1,1,5,16,87,2022-05-17 10:19:51+00:00,76,12
05,05570,6,2,2,5,12,36,2022-05-17 10:19:51+00:00,35,9
05,05711,7,5,1,4,17,116,2022-05-17 10:19:51+00:00,96,11
05,05754,3,1,1,3,1,25,2022-05-17 10:19:51+00:00,25,1
05,05758,5,2,2,3,14,43,2022-05-17 10:19:51+00:00,38,9
05,05762,6,2,1,5,7,30,2022-05-17 10:19:51+00:00,26,7
