bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,2,0,2,12,30,2022-01-23 11:18:54+00:00,29,6
01,01002,7,14,8,3,24,116,2022-01-23 11:18:54+00:00,100,16
01,01003,3,7,6,2,11,114,2022-01-23 11:18:54+00:00,95,9
01,01004,1,4,3,1,7,18,2022-01-23 11:18:54+00:00,18,7
01,01051,1,4,2,1,1,39,2022-01-23 11:18:54+00:00,39,1
01,01053,2,3,1,2,4,14,2022-01-23 11:18:54+00:00,14,4
01,01054,3,1,0,3,5,19,2022-01-23 11:18:54+00:00,19,5
01,01055,3,0,0,3,13,38,2022-01-23 11:18:54+00:00,38,13
01,01056,2,2,1,2,9,25,2022-01-23 11:18:54+00:00,25,9
01,01057,1,1,1,1,6,6,2022-01-23 11:18:54+00:00,6,6
01,01058,5,6,2,3,11,33,2022-01-23 11:18:54+00:00,29,9
01,01059,1,3,1,1,0,24,2022-01-23 11:18:54+00:00,24,0
01,01060,3,4,3,3,23,58,2022-01-23 11:18:54+00:00,58,23
01,01061,3,1,1,1,14,29,2022-01-23 11:18:54+00:00,21,9
01,01062,3,7,6,3,5,21,2022-01-23 11:18:54+00:00,21,5
02,02000,34,79,48,24,122,441,2022-01-23 11:18:54+00:00,377,79
03,03101,7,3,2,5,28,104,2022-01-23 11:18:54+00:00,90,25
03,03102,2,1,0,2,3,25,2022-01-23 11:18:54+00:00,25,3
03,03103,3,2,1,1,12,19,2022-01-23 11:18:54+00:00,14,8
03,03151,1,4,3,1,1,11,2022-01-23 11:18:54+00:00,11,1
03,03153,3,2,0,3,0,24,2022-01-23 11:18:54+00:00,24,0
03,03154,1,3,2,1,0,17,2022-01-23 11:18:54+00:00,17,0
03,03155,2,1,0,2,4,15,2022-01-23 11:18:54+00:00,15,4
03,03157,1,1,0,1,9,7,2022-01-23 11:18:54+00:00,7,9
03,03158,1,0,0,1,7,9,2022-01-23 11:18:54+00:00,9,7
03,03159,8,14,10,7,29,115,2022-01-23 11:18:54+00:00,103,19
03,03241,19,31,23,16,56,337,2022-01-23 11:18:54+00:00,290,47
03,03251,3,0,0,3,7,10,2022-01-23 11:18:54+00:00,10,7
03,03252,6,0,0,4,11,66,2022-01-23 11:18:54+00:00,64,7
03,03254,7,1,0,4,30,49,2022-01-23 11:18:54+00:00,43,25
03,03255,1,1,0,1,2,7,2022-01-23 11:18:54+00:00,7,2
03,03256,1,0,0,1,2,14,2022-01-23 11:18:54+00:00,14,2
03,03257,1,3,0,1,2,22,2022-01-23 11:18:54+00:00,22,2
03,03351,2,1,0,1,5,26,2022-01-23 11:18:54+00:00,19,2
03,03352,2,1,1,2,6,9,2022-01-23 11:18:54+00:00,9,6
03,03353,3,2,0,3,4,30,2022-01-23 11:18:54+00:00,30,4
03,03354,1,0,0,1,0,6,2022-01-23 11:18:54+00:00,6,0
03,03355,3,4,2,1,5,36,2022-01-23 11:18:54+00:00,24,0
03,03356,3,1,1,2,1,9,2022-01-23 11:18:54+00:00,9,1
03,03357,3,3,1,2,7,29,2022-01-23 11:18:54+00:00,26,6
03,03358,2,0,0,2,8,14,2022-01-23 11:18:54+00:00,14,8
03,03359,3,4,2,2,3,28,2022-01-23 11:18:54+00:00,28,0
03,03360,2,3,1,2,4,72,2022-01-23 11:18:54+00:00,72,4
03,03361,2,1,0,2,8,7,2022-01-23 11:18:54+00:00,7,8
03,03401,1,2,1,1,4,12,2022-01-23 11:18:54+00:00,12,4
03,03402,1,1,0,1,2,15,2022-01-23 11:18:54+00:00,15,2
03,03403,6,8,4,3,17,99,2022-01-23 11:18:54+00:00,82,12
03,03404,5,11,9,4,17,104,2022-01-23 11:18:54+00:00,90,15
03,03405,2,1,0,1,12,18,2022-01-23 11:18:54+00:00,16,6
03,03451,3,1,0,2,4,28,2022-01-23 11:18:54+00:00,28,4
03,03452,4,0,0,3,13,24,2022-01-23 11:18:54+00:00,20,9
03,03453,3,1,0,3,7,17,2022-01-23 11:18:54+00:00,17,7
03,03454,10,7,1,6,34,58,2022-01-23 11:18:54+00:00,49,19
03,03455,2,1,0,2,8,23,2022-01-23 11:18:54+00:00,23,8
03,03456,1,1,1,1,2,25,2022-01-23 11:18:54+00:00,25,2
03,03457,6,0,0,4,11,18,2022-01-23 11:18:54+00:00,16,8
03,03458,1,0,0,1,2,6,2022-01-23 11:18:54+00:00,6,2
03,03459,7,1,1,6,16,73,2022-01-23 11:18:54+00:00,73,16
03,03460,5,2,1,3,13,23,2022-01-23 11:18:54+00:00,18,10
03,03461,2,1,0,2,6,8,2022-01-23 11:18:54+00:00,8,6
03,03462,1,0,0,1,0,8,2022-01-23 11:18:54+00:00,8,0
04,04011,9,19,12,8,11,122,2022-01-23 11:18:54+00:00,109,8
04,04012,4,5,4,3,22,33,2022-01-23 11:18:54+00:00,29,12
05,05111,15,30,21,11,17,278,2022-01-23 11:18:54+00:00,240,12
05,05112,16,12,6,9,35,152,2022-01-23 11:18:54+00:00,135,24
05,05113,15,28,14,12,44,326,2022-01-23 11:18:54+00:00,306,34
05,05114,7,6,2,4,20,68,2022-01-23 11:18:54+00:00,59,14
05,05116,6,14,8,4,9,80,2022-01-23 11:18:54+00:00,74,8
05,05117,2,5,2,2,8,26,2022-01-23 11:18:54+00:00,26,8
05,05119,6,8,2,4,10,53,2022-01-23 11:18:54+00:00,42,2
05,05120,1,2,0,1,5,23,2022-01-23 11:18:54+00:00,23,5
05,05122,4,13,11,3,9,62,2022-01-23 11:18:54+00:00,60,7
05,05124,7,16,13,5,26,120,2022-01-23 11:18:54+00:00,109,23
05,05154,8,2,0,5,22,48,2022-01-23 11:18:54+00:00,48,14
05,05158,6,6,3,6,15,46,2022-01-23 11:18:54+00:00,46,15
05,05162,7,8,2,5,18,79,2022-01-23 11:18:54+00:00,68,15
05,05166,4,1,1,4,5,29,2022-01-23 11:18:54+00:00,29,5
05,05170,11,12,4,8,30,101,2022-01-23 11:18:54+00:00,100,20
05,05314,18,22,14,11,19,265,2022-01-23 11:18:54+00:00,207,14
05,05315,30,29,21,18,22,384,2022-01-23 11:18:54+00:00,333,14
05,05316,5,2,1,2,23,46,2022-01-23 11:18:54+00:00,36,15
05,05334,13,10,5,7,30,239,2022-01-23 11:18:54+00:00,224,27
05,05358,6,3,1,4,10,52,2022-01-23 11:18:54+00:00,48,6
05,05362,6,5,4,6,6,50,2022-01-23 11:18:54+00:00,50,6
05,05366,3,0,0,3,9,21,2022-01-23 11:18:54+00:00,21,9
05,05370,3,3,1,3,2,38,2022-01-23 11:18:54+00:00,38,2
05,05374,6,11,6,6,21,61,2022-01-23 11:18:54+00:00,61,21
05,05378,4,4,2,4,5,33,2022-01-23 11:18:54+00:00,33,5
05,05382,7,6,2,6,15,74,2022-01-23 11:18:54+00:00,61,14
05,05512,2,1,1,2,11,29,2022-01-23 11:18:54+00:00,29,11
05,05513,7,3,3,4,20,71,2022-01-23 11:18:54+00:00,60,10
05,05515,10,12,8,7,8,200,2022-01-23 11:18:54+00:00,182,6
05,05554,6,5,2,5,24,43,2022-01-23 11:18:54+00:00,43,22
05,05558,5,1,0,3,5,24,2022-01-23 11:18:54+00:00,14,5
05,05562,15,10,3,14,54,167,2022-01-23 11:18:54+00:00,147,42
05,05566,7,8,2,5,26,80,2022-01-23 11:18:54+00:00,71,20
05,05570,6,3,3,5,10,40,2022-01-23 11:18:54+00:00,40,6
05,05711,6,6,1,4,20,118,2022-01-23 11:18:54+00:00,101,9
05,05754,4,4,2,4,11,39,2022-01-23 11:18:54+00:00,39,11
05,05758,5,5,4,3,18,40,2022-01-23 11:18:54+00:00,35,13
05,05762,6,0,0,5,7,28,2022-01-23 11:18:54+00:00,25,6
05,05766,2,7,6,2,3,47,2022-01-23 11:18:54+00:00,47,3
05,05770,9,17,12,6,28,174,2022-01-23 11:18:54+00:00,150,25
05,05774,7,19,15,5,14,74,2022-01-23 11:18:54+00:00,64,9
05,05911,8,15,9,6,14,175,2022-01-23 11:18:54+00:00,159,9
05,05913,8,16,7,8,34,239,2022-01-23 11:18:54+00:00,239,34
05,05914,7,3,1,5,19,64,2022-01-23 11:18:54+00:00,63,11
05,05915,7,5,3,5,32,62,2022-01-23 11:18:54+00:00,53,19
05,05916,4,7,3,4,8,55,2022-01-23 11:18:54+00:00,55,8
05,05954,8,5,1,6,34,97,2022-01-23 11:18:54+00:00,65,23
05,05958,10,10,5,9,19,71,2022-01-23 11:18:54+00:00,71,15
05,05962,10,6,4,8,25,85,2022-01-23 11:18:54+00:00,82,20
05,05966,3,3,1,3,19,9,2022-01-23 11:18:54+00:00,9,19
05,05970,5,1,1,5,25,82,2022-01-23 11:18:54+00:00,82,25
05,05974,9,6,2,7,14,73,2022-01-23 11:18:54+00:00,65,8
05,05978,8,7,1,8,4,106,2022-01-23 11:18:54+00:00,106,4
06,06411,7,7,3,4,29,79,2022-01-23 11:18:54+00:00,49,10
06,06412,17,42,10,12,38,248,2022-01-23 11:18:54+00:00,225,32
06,06413,4,6,6,2,14,92,2022-01-23 11:18:54+00:00,81,12
06,06414,6,15,11,4,10,82,2022-01-23 11:18:54+00:00,72,10
06,06431,5,4,2,5,9,30,2022-01-23 11:18:54+00:00,30,9
06,06432,2,16,13,2,0,26,2022-01-23 11:18:54+00:00,26,0
06,06433,2,3,0,2,1,22,2022-01-23 11:18:54+00:00,22,1
06,06434,2,5,2,2,1,21,2022-01-23 11:18:54+00:00,21,1
06,06435,7,11,5,4,10,72,2022-01-23 11:18:54+00:00,62,7
06,06436,2,3,1,2,3,23,2022-01-23 11:18:54+00:00,23,3
06,06437,2,10,3,2,5,121,2022-01-23 11:18:54+00:00,121,5
06,06438,2,6,2,2,7,16,2022-01-23 11:18:54+00:00,16,7
06,06439,2,6,3,2,2,14,2022-01-23 11:18:54+00:00,14,2
06,06440,5,10,8,5,10,51,2022-01-23 11:18:54+00:00,51,10
06,06531,6,18,11,4,42,168,2022-01-23 11:18:54+00:00,153,34
06,06532,2,1,0,2,1,46,2022-01-23 11:18:54+00:00,46,1
06,06533,3,3,3,3,13,37,2022-01-23 11:18:54+00:00,37,13
06,06534,3,5,5,3,23,115,2022-01-23 11:18:54+00:00,115,23
06,06535,4,1,0,4,12,15,2022-01-23 11:18:54+00:00,15,12
06,06611,6,15,5,6,17,126,2022-01-23 11:18:54+00:00,126,17
06,06631,5,8,5,3,12,79,2022-01-23 11:18:54+00:00,70,10
06,06632,4,5,1,3,19,39,2022-01-23 11:18:54+00:00,38,13
06,06633,4,2,0,4,4,23,2022-01-23 11:18:54+00:00,23,4
06,06634,3,1,0,3,8,18,2022-01-23 11:18:54+00:00,18,8
06,06635,6,5,5,6,11,70,2022-01-23 11:18:54+00:00,70,11
06,06636,3,2,0,3,5,24,2022-01-23 11:18:54+00:00,24,5
07,07111,6,6,3,4,30,82,2022-01-23 11:18:54+00:00,71,23
07,07131,2,2,2,2,5,14,2022-01-23 11:18:54+00:00,14,5
07,07132,2,1,1,2,7,9,2022-01-23 11:18:54+00:00,9,7
07,07133,6,2,1,4,9,39,2022-01-23 11:18:54+00:00,30,4
07,07134,2,0,0,2,7,11,2022-01-23 11:18:54+00:00,11,7
07,07135,2,1,0,2,4,6,2022-01-23 11:18:54+00:00,6,4
07,07137,3,5,4,3,12,26,2022-01-23 11:18:54+00:00,26,12
07,07138,8,6,4,5,8,52,2022-01-23 11:18:54+00:00,45,5
07,07140,2,1,1,2,4,10,2022-01-23 11:18:54+00:00,10,4
07,07141,5,4,4,5,2,26,2022-01-23 11:18:54+00:00,26,2
07,07143,4,2,0,4,6,23,2022-01-23 11:18:54+00:00,23,6
07,07211,6,3,2,3,10,67,2022-01-23 11:18:54+00:00,59,6
07,07231,2,0,0,2,10,12,2022-01-23 11:18:54+00:00,12,10
07,07232,2,1,0,2,6,10,2022-01-23 11:18:54+00:00,10,6
07,07233,2,0,0,2,3,13,2022-01-23 11:18:54+00:00,13,3
07,07235,2,1,0,2,2,9,2022-01-23 11:18:54+00:00,9,2
07,07311,1,2,0,1,3,10,2022-01-23 11:18:54+00:00,10,3
07,07312,3,4,0,1,9,97,2022-01-23 11:18:54+00:00,84,9
07,07313,3,2,1,2,8,13,2022-01-23 11:18:54+00:00,13,3
07,07314,6,11,7,4,16,83,2022-01-23 11:18:54+00:00,72,11
07,07315,3,6,2,2,18,90,2022-01-23 11:18:54+00:00,74,16
07,07316,1,1,1,1,2,13,2022-01-23 11:18:54+00:00,13,2
07,07317,2,2,1,1,2,14,2022-01-23 11:18:54+00:00,11,1
07,07318,3,3,1,2,0,26,2022-01-23 11:18:54+00:00,25,0
07,07319,3,3,1,1,4,47,2022-01-23 11:18:54+00:00,25,3
07,07320,1,0,0,1,5,4,2022-01-23 11:18:54+00:00,4,5
07,07331,1,0,0,1,0,6,2022-01-23 11:18:54+00:00,6,0
07,07332,2,2,0,2,6,12,2022-01-23 11:18:54+00:00,12,6
07,07333,2,0,0,2,3,9,2022-01-23 11:18:54+00:00,9,3
07,07334,2,5,3,2,7,14,2022-01-23 11:18:54+00:00,14,7
07,07335,1,0,0,1,5,5,2022-01-23 11:18:54+00:00,5,5
07,07336,1,2,0,1,0,16,2022-01-23 11:18:54+00:00,16,0
07,07337,2,0,0,2,0,12,2022-01-23 11:18:54+00:00,12,0
07,07339,1,1,1,1,0,10,2022-01-23 11:18:54+00:00,10,0
07,07340,1,0,0,1,3,4,2022-01-23 11:18:54+00:00,4,3
08,08111,12,36,22,10,39,206,2022-01-23 11:18:54+00:00,186,37
08,08115,6,6,5,4,7,45,2022-01-23 11:18:54+00:00,36,3
08,08116,8,3,1,4,26,57,2022-01-23 11:18:54+00:00,48,19
08,08117,4,5,4,2,16,28,2022-01-23 11:18:54+00:00,26,6
08,08118,5,25,15,4,8,76,2022-01-23 11:18:54+00:00,75,7
08,08119,4,8,6,2,24,40,2022-01-23 11:18:54+00:00,34,17
08,08121,3,3,2,1,10,40,2022-01-23 11:18:54+00:00,32,8
08,08125,2,7,5,2,5,45,2022-01-23 11:18:54+00:00,45,5
08,08126,1,1,0,1,0,7,2022-01-23 11:18:54+00:00,7,0
08,08127,4,4,1,2,8,42,2022-01-23 11:18:54+00:00,38,4
08,08128,4,1,0,3,16,40,2022-01-23 11:18:54+00:00,33,7
08,08135,2,0,0,1,10,12,2022-01-23 11:18:54+00:00,11,5
08,08136,8,8,5,4,11,61,2022-01-23 11:18:54+00:00,45,9
08,08211,3,4,3,1,6,16,2022-01-23 11:18:54+00:00,11,1
08,08212,6,7,5,4,15,98,2022-01-23 11:18:54+00:00,91,10
08,08215,3,6,2,3,12,38,2022-01-23 11:18:54+00:00,38,12
08,08216,2,1,0,2,0,12,2022-01-23 11:18:54+00:00,12,0
08,08221,8,23,18,6,23,195,2022-01-23 11:18:54+00:00,164,18
08,08222,6,17,12,3,17,89,2022-01-23 11:18:54+00:00,74,9
08,08225,3,2,2,3,10,13,2022-01-23 11:18:54+00:00,13,10
08,08226,4,4,2,4,4,34,2022-01-23 11:18:54+00:00,34,4
08,08231,4,7,4,2,0,56,2022-01-23 11:18:54+00:00,44,0
08,08235,3,3,0,3,6,21,2022-01-23 11:18:54+00:00,21,6
08,08236,2,1,1,2,6,6,2022-01-23 11:18:54+00:00,6,6
08,08237,1,2,1,1,1,11,2022-01-23 11:18:54+00:00,11,1
08,08311,7,30,19,4,28,172,2022-01-23 11:18:54+00:00,151,13
08,08315,3,1,1,3,5,24,2022-01-23 11:18:54+00:00,24,5
08,08316,4,8,4,4,3,99,2022-01-23 11:18:54+00:00,99,3
08,08317,8,15,6,6,17,65,2022-01-23 11:18:54+00:00,55,12
08,08325,2,4,3,2,5,5,2022-01-23 11:18:54+00:00,5,5
08,08326,6,5,0,2,12,48,2022-01-23 11:18:54+00:00,37,11
08,08327,1,1,1,1,3,7,2022-01-23 11:18:54+00:00,7,3
08,08335,10,0,0,6,30,56,2022-01-23 11:18:54+00:00,46,21
08,08336,2,1,1,2,8,21,2022-01-23 11:18:54+00:00,11,5
08,08337,1,2,1,1,2,8,2022-01-23 11:18:54+00:00,8,2
08,08415,3,2,2,1,10,34,2022-01-23 11:18:54+00:00,16,4
08,08416,5,16,13,2,5,93,2022-01-23 11:18:54+00:00,68,3
08,08417,2,9,5,2,6,18,2022-01-23 11:18:54+00:00,18,6
08,08421,5,6,5,4,16,115,2022-01-23 11:18:54+00:00,95,14
08,08425,2,1,1,2,7,9,2022-01-23 11:18:54+00:00,9,7
08,08426,1,2,1,1,1,15,2022-01-23 11:18:54+00:00,15,1
08,08435,5,1,0,3,24,30,2022-01-23 11:18:54+00:00,27,22
08,08436,6,11,5,4,21,43,2022-01-23 11:18:54+00:00,39,13
08,08437,2,3,2,2,1,11,2022-01-23 11:18:54+00:00,11,1
09,09161,1,10,5,1,9,41,2022-01-23 11:18:54+00:00,41,9
09,09162,35,68,38,24,69,466,2022-01-23 11:18:54+00:00,413,42
09,09163,3,6,1,1,3,41,2022-01-23 11:18:54+00:00,29,1
09,09171,3,3,0,2,10,17,2022-01-23 11:18:54+00:00,10,10
09,09172,3,1,0,3,8,14,2022-01-23 11:18:54+00:00,14,8
09,09173,2,5,3,2,5,23,2022-01-23 11:18:54+00:00,23,5
09,09174,1,5,2,1,5,23,2022-01-23 11:18:54+00:00,23,5
09,09175,1,0,0,1,2,18,2022-01-23 11:18:54+00:00,18,2
09,09176,3,16,4,3,6,42,2022-01-23 11:18:54+00:00,42,6
09,09177,1,2,1,1,0,19,2022-01-23 11:18:54+00:00,19,0
09,09178,1,1,1,1,4,11,2022-01-23 11:18:54+00:00,11,4
09,09179,1,1,1,1,0,10,2022-01-23 11:18:54+00:00,10,0
09,09180,4,7,2,2,10,47,2022-01-23 11:18:54+00:00,46,4
09,09181,2,0,0,1,4,10,2022-01-23 11:18:54+00:00,10,1
09,09182,1,1,0,1,5,19,2022-01-23 11:18:54+00:00,19,5
09,09183,1,0,0,1,3,14,2022-01-23 11:18:54+00:00,14,3
09,09184,2,0,0,2,2,4,2022-01-23 11:18:54+00:00,4,2
09,09185,4,0,0,2,14,21,2022-01-23 11:18:54+00:00,11,4
09,09186,1,0,0,1,1,7,2022-01-23 11:18:54+00:00,7,1
09,09187,5,10,9,5,6,58,2022-01-23 11:18:54+00:00,58,6
09,09188,6,7,6,5,12,41,2022-01-23 11:18:54+00:00,39,6
09,09189,3,2,1,2,15,38,2022-01-23 11:18:54+00:00,31,9
09,09190,3,2,2,3,9,14,2022-01-23 11:18:54+00:00,14,9
09,09261,5,4,2,3,8,49,2022-01-23 11:18:54+00:00,34,3
09,09262,4,2,1,2,13,34,2022-01-23 11:18:54+00:00,26,7
09,09263,1,3,2,1,8,19,2022-01-23 11:18:54+00:00,19,8
09,09271,2,4,3,2,3,29,2022-01-23 11:18:54+00:00,29,3
09,09272,2,1,1,2,6,14,2022-01-23 11:18:54+00:00,14,6
09,09273,3,0,0,3,4,7,2022-01-23 11:18:54+00:00,7,4
09,09274,1,1,1,1,1,3,2022-01-23 11:18:54+00:00,3,1
09,09275,2,1,0,2,4,21,2022-01-23 11:18:54+00:00,21,4
09,09276,2,1,1,2,5,9,2022-01-23 11:18:54+00:00,9,5
09,09277,2,0,0,2,7,9,2022-01-23 11:18:54+00:00,9,7
09,09278,2,2,2,2,4,7,2022-01-23 11:18:54+00:00,7,4
09,09279,2,0,0,2,2,10,2022-01-23 11:18:54+00:00,10,2
09,09361,3,4,3,1,16,23,2022-01-23 11:18:54+00:00,16,12
09,09362,7,23,18,4,32,176,2022-01-23 11:18:54+00:00,162,19
09,09363,3,4,1,1,13,41,2022-01-23 11:18:54+00:00,36,8
09,09371,1,5,4,1,3,7,2022-01-23 11:18:54+00:00,7,3
09,09372,1,0,0,1,2,7,2022-01-23 11:18:54+00:00,7,2
09,09373,1,2,1,1,9,13,2022-01-23 11:18:54+00:00,13,9
09,09375,2,5,5,2,0,10,2022-01-23 11:18:54+00:00,10,0
09,09376,4,1,0,4,6,20,2022-01-23 11:18:54+00:00,20,6
09,09377,2,1,0,2,2,12,2022-01-23 11:18:54+00:00,12,2
09,09461,4,3,2,1,17,32,2022-01-23 11:18:54+00:00,21,8
09,09462,7,5,4,2,5,52,2022-01-23 11:18:54+00:00,46,5
09,09463,3,2,1,1,15,28,2022-01-23 11:18:54+00:00,24,10
09,09464,3,0,0,1,5,29,2022-01-23 11:18:54+00:00,26,2
09,09471,2,1,0,2,4,12,2022-01-23 11:18:54+00:00,12,4
09,09472,1,0,0,1,1,5,2022-01-23 11:18:54+00:00,5,1
09,09474,2,0,0,2,5,9,2022-01-23 11:18:54+00:00,9,5
09,09475,2,1,1,2,10,7,2022-01-23 11:18:54+00:00,7,10
09,09476,1,0,0,1,3,11,2022-01-23 11:18:54+00:00,11,3
09,09477,1,1,0,1,6,21,2022-01-23 11:18:54+00:00,21,6
09,09478,3,2,1,3,6,33,2022-01-23 11:18:54+00:00,33,6
09,09479,2,1,0,2,7,11,2022-01-23 11:18:54+00:00,11,7
09,09561,2,0,0,2,5,20,2022-01-23 11:18:54+00:00,20,5
09,09562,5,16,10,3,27,94,2022-01-23 11:18:54+00:00,78,25
09,09563,3,2,2,1,9,34,2022-01-23 11:18:54+00:00,32,2
09,09564,12,15,8,6,60,136,2022-01-23 11:18:54+00:00,116,42
09,09565,1,0,0,1,0,6,2022-01-23 11:18:54+00:00,6,0
