code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BB	3069426	1593716	1535869
DE-BE	5053744	2540948	2455261
DE-BUND	371891	193622	185635
DE-BW	14478846	7405728	7214665
DE-BY	17101564	8735898	8502154
DE-HB	1068847	552092	532981
DE-HE	8438204	4358602	4152744
DE-HH	2669003	1376200	1334854
DE-MV	2106164	1083214	1050507
DE-NI	11011007	5755649	5493126
DE-NW	25605400	13248261	12599094
DE-RP	5604097	2911886	2734045
DE-SH	4222016	2154714	2083278
DE-SL	1447071	745444	721346
DE-SN	4664807	2395090	2305478
DE-ST	2736699	1412199	1377438
DE-TH	2588571	1319041	1288774
