code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4527813	1742701	1707840	1189901
DE-BE	7463159	2821743	2763765	2007689
DE-BUND	522103	201333	193650	135260
DE-BW	21653961	8147735	8058678	5927378
DE-BY	25548127	9649266	9609796	6793708
DE-HB	1559245	607974	591838	407486
DE-HE	12348569	4786102	4580528	3233665
DE-HH	3839281	1505606	1476547	965055
DE-MV	3125281	1186961	1171330	832924
DE-NI	16480300	6217265	6056988	4639665
DE-NW	37370143	14293411	13850949	10042699
DE-RP	8207400	3148592	3005191	2220621
DE-SH	6269072	2321043	2291451	1791368
DE-SL	2152405	805755	791700	604261
DE-SN	6834247	2628052	2552594	1755036
DE-ST	4047334	1553621	1552573	1049190
DE-TH	3830532	1473584	1452046	999160
