code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4632977	1751161	1732774	1261945
DE-BE	7619583	2833857	2800670	2115433
DE-BUND	527558	201677	194525	139500
DE-BW	22049957	8183930	8172991	6174474
DE-BY	26094029	9693475	9746898	7158839
DE-HB	1591212	611384	600665	427323
DE-HE	12631220	4812160	4650730	3420253
DE-HH	3983385	1524072	1513568	1054061
DE-MV	3192257	1192508	1186633	879142
DE-NI	16866705	6252890	6155936	4892498
DE-NW	38202573	14363912	14042133	10615734
DE-RP	8385140	3164442	3051691	2336515
DE-SH	6451194	2334265	2328454	1923409
DE-SL	2192031	808923	802973	629671
DE-SN	6996084	2641315	2590564	1865825
DE-ST	4165266	1563195	1578909	1131346
DE-TH	3917071	1481543	1474266	1055737
