code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4711965	1758034	1749163	1317814
DE-BE	7742929	2847738	2827524	2198333
DE-BUND	531429	202055	195034	142484
DE-BW	22338956	8218633	8246459	6356155
DE-BY	26471410	9731769	9835425	7409803
DE-HB	1616494	614832	607313	442636
DE-HE	12863315	4835022	4701262	3579290
DE-HH	4093104	1540976	1541063	1119894
DE-MV	3253858	1198424	1200498	921098
DE-NI	17168857	6284257	6224608	5095158
DE-NW	38843741	14430245	14176115	11058745
DE-RP	8521537	3181492	3084417	2423305
DE-SH	6664751	2343754	2353736	2102421
DE-SL	2224048	811794	810258	651596
DE-SN	7135287	2654431	2621139	1961447
DE-ST	4250611	1570478	1598700	1189660
DE-TH	3988129	1489415	1491947	1101441
