code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4588477	1747622	1722317	1231357
DE-BE	7567547	2829995	2787763	2080076
DE-BUND	525461	201498	194147	137957
DE-BW	21913134	8172404	8132656	6089141
DE-BY	25915127	9679293	9698317	7042526
DE-HB	1581097	610325	597267	421622
DE-HE	12531257	4804526	4624427	3354161
DE-HH	3900724	1510216	1491048	1007600
DE-MV	3167450	1190619	1180041	862784
DE-NI	16728450	6241879	6118801	4802088
DE-NW	37912331	14340060	13973914	10416668
DE-RP	8313386	3158993	3034865	2286617
DE-SH	6374564	2330234	2313315	1865922
DE-SL	2178341	807980	799248	620624
DE-SN	6949790	2637575	2579046	1834756
DE-ST	4132738	1560628	1570788	1109481
DE-TH	3890215	1478941	1466828	1038866
