code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BB	3401712	1641350	1576185
DE-BE	5678856	2649187	2544107
DE-BUND	393819	195635	187517
DE-BW	16024787	7660369	7425464
DE-BY	19313978	9092406	8800279
DE-HB	1166631	566529	546464
DE-HE	9247637	4495532	4263739
DE-HH	2925466	1424508	1382843
DE-MV	2342847	1123373	1080933
DE-NI	12162745	5900522	5642753
DE-NW	28243476	13507370	12873709
DE-RP	6161834	2982369	2801320
DE-SH	4585438	2198038	2121461
DE-SL	1612886	766140	739094
DE-SN	5171079	2467261	2364453
DE-ST	3053139	1466211	1421679
DE-TH	2914732	1374500	1331721
