code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4674994	1754744	1742084	1291161
DE-BE	7680981	2841379	2815032	2155149
DE-BUND	529158	201816	194754	140732
DE-BW	22201420	8201796	8213386	6268080
DE-BY	26291679	9713068	9798197	7285839
DE-HB	1603533	613127	604460	434181
DE-HE	12748250	4823585	4679823	3497028
DE-HH	4053071	1536401	1532769	1092642
DE-MV	3225665	1196054	1194537	901194
DE-NI	17037147	6271439	6196713	5003983
DE-NW	38539953	14397149	14117146	10845991
DE-RP	8459018	3174870	3069765	2381971
DE-SH	6588361	2339673	2344147	2039645
DE-SL	2209327	810606	807249	641062
DE-SN	7071874	2648945	2609042	1915554
DE-ST	4212595	1567310	1590460	1163025
DE-TH	3955887	1486280	1484552	1079649
