code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	3577502	1662928	1588748	435549
DE-BE	5940329	2675359	2568535	819721
DE-BUND	416277	196712	188045	39640
DE-BW	16888732	7736585	7484641	2131401
DE-BY	20340881	9186190	8890471	2757824
DE-HB	1208968	573323	550154	131848
DE-HE	9667081	4537817	4294814	1079431
DE-HH	3040314	1438447	1394414	311234
DE-MV	2460307	1136448	1088513	300093
DE-NI	12785928	5949288	5682876	1579194
DE-NW	29760291	13655614	13000275	3898096
DE-RP	6460345	3007415	2817827	798251
DE-SH	4890976	2221147	2153713	650154
DE-SL	1700425	772685	743655	232044
DE-SN	5421827	2492074	2380905	648348
DE-ST	3222145	1487090	1435089	406324
DE-TH	3049497	1394779	1344580	400294
