code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BB	2800909	1495125	1393797
DE-BE	4503401	2387313	2214903
DE-BUND	358661	187208	176686
DE-BW	13233404	6965922	6632740
DE-BY	15529379	8179636	7728712
DE-HB	958144	512776	481461
DE-HE	7624358	4085542	3737362
DE-HH	2386931	1272263	1186416
DE-MV	1926658	1019275	958088
DE-NI	10056341	5431709	4982737
DE-NW	23166471	12475788	11366773
DE-RP	5086713	2729105	2489671
DE-SH	3795650	2038662	1871969
DE-SL	1324641	705329	657033
DE-SN	4264895	2243246	2107970
DE-ST	2500715	1327862	1260977
DE-TH	2364300	1240893	1184435
