code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BB	2921513	1545814	1463808
DE-BE	4732740	2460692	2335711
DE-BUND	368779	192637	184106
DE-BW	13838199	7219466	6922429
DE-BY	16198524	8463323	8087950
DE-HB	1008650	534106	506382
DE-HE	8046698	4244074	3973015
DE-HH	2496636	1317987	1251303
DE-MV	2008625	1053711	1004197
DE-NI	10549769	5633593	5292792
DE-NW	24394860	12947626	12028052
DE-RP	5355688	2843280	2624509
DE-SH	4026675	2109008	2006155
DE-SL	1384058	726876	693078
DE-SN	4456264	2332132	2205617
DE-ST	2618881	1376275	1322295
DE-TH	2456834	1278714	1233172
