code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4853699	1720419	1628777	1391980
DE-BE	8163113	2887910	2751824	2291627
DE-BUND	534872	201937	189512	142413
DE-BW	23602241	8392931	7989481	6719917
DE-BY	27733616	9892380	9582273	7683408
DE-HB	1719996	619617	579523	447483
DE-HE	13677419	4923182	4567109	3779127
DE-HH	4458641	1603247	1496506	1209904
DE-MV	3439319	1216963	1159794	955439
DE-NI	18414012	6393492	5935344	5311318
DE-NW	41707486	14634669	13655825	11656090
DE-RP	9095329	3236094	2978884	2578799
DE-SH	7036985	2353121	2248696	2026792
DE-SL	2346893	822028	774076	675044
DE-SN	7336094	2675634	2549489	2009231
DE-ST	4484003	1617362	1532542	1242337
DE-TH	4127660	1506212	1428852	1125901
