code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4507185	1740730	1703838	1175214
DE-BE	7421715	2818356	2756848	1976412
DE-BUND	519765	201270	193480	133155
DE-BW	21552914	8137584	8037890	5856909
DE-BY	25408173	9637567	9583478	6691483
DE-HB	1549941	607041	589890	401043
DE-HE	12260685	4777776	4565507	3169067
DE-HH	3812139	1503359	1471563	945072
DE-MV	3103297	1185037	1167336	816814
DE-NI	16379689	6206182	6037218	4569671
DE-NW	37143773	14271895	13804166	9883992
DE-RP	8161749	3144222	2993786	2190695
DE-SH	6225122	2316805	2284608	1758469
DE-SL	2142661	804978	789048	597897
DE-SN	6786106	2623692	2543394	1720386
DE-ST	4016662	1551147	1546850	1026695
DE-TH	3806759	1471544	1446377	982998
