code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4638333	1751529	1734054	1265671
DE-BE	7625550	2834315	2802041	2119589
DE-BUND	527810	201696	194557	139701
DE-BW	22065208	8185084	8177237	6184363
DE-BY	26114649	9694932	9752369	7172548
DE-HB	1592317	611511	601031	427940
DE-HE	12641782	4812830	4653412	3427473
DE-HH	3992631	1526302	1516019	1058648
DE-MV	3196748	1192775	1187705	882294
DE-NI	16885641	6254219	6160585	4905488
DE-NW	38232030	14365915	14048724	10636641
DE-RP	8389948	3164758	3052716	2339987
DE-SH	6464906	2334851	2331318	1933672
DE-SL	2193316	809000	803306	630556
DE-SN	7002669	2641788	2592190	1870320
DE-ST	4171531	1563709	1580474	1135532
DE-TH	3921975	1481906	1475700	1058859
