code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4857542	1720510	1628993	1392966
DE-BE	8175365	2888529	2752661	2295116
DE-BUND	535007	201940	189518	142482
DE-BW	23624820	8395137	7991964	6725005
DE-BY	27755726	9893119	9583663	7688369
DE-HB	1723052	619702	579650	447941
DE-HE	13693974	4924814	4568239	3782526
DE-HH	4465461	1603478	1496959	1212139
DE-MV	3442723	1217098	1160000	956173
DE-NI	18436572	6393976	5936175	5314655
DE-NW	41757239	14636162	13658012	11664333
DE-RP	9103345	3236321	2979206	2580160
DE-SH	7046908	2353306	2249431	2028533
DE-SL	2348734	822102	774164	675358
DE-SN	7341799	2676023	2550153	2011079
DE-ST	4488548	1617682	1532961	1243766
DE-TH	4130169	1506360	1429036	1126661
