code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4873704	1720992	1629698	1396412
DE-BE	8212658	2890599	2755318	2302988
DE-BUND	535416	201947	189543	142688
DE-BW	23705491	8398434	7996038	6738654
DE-BY	27868931	9895658	9588302	7707037
DE-HB	1733992	619947	580136	449462
DE-HE	13756622	4926572	4570880	3791956
DE-HH	4483552	1604168	1498113	1215589
DE-MV	3453118	1217394	1160495	958048
DE-NI	18526460	6395523	5938883	5325465
DE-NW	41924486	14639360	13662830	11685698
DE-RP	9140931	3237260	2980385	2585290
DE-SH	7080251	2353802	2250129	2031950
DE-SL	2358426	822229	774459	676570
DE-SN	7360184	2676683	2551352	2015906
DE-ST	4505272	1618055	1533753	1247813
DE-TH	4142212	1506793	1429732	1129812
