code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BW	7053297	4923245	2228203
DE-BY	8417921	5808185	2709707
DE-BE	2360833	1645310	746439
DE-BB	1560997	1056062	532144
DE-HB	485524	333127	164154
DE-HH	1145372	794802	368430
DE-HE	3942168	2841864	1144059
DE-MV	1094238	754147	354344
DE-NI	5117057	3687864	1544565
DE-NW	12206779	8650319	3742289
DE-RP	2642180	1792820	879718
DE-SL	714252	479826	241987
DE-SN	2571641	1646571	956652
DE-ST	1392737	965955	453490
DE-SH	1983689	1358261	656896
DE-TH	1384359	933544	465603
