code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BB	2996466	1573276	1504401
DE-BE	4879725	2501639	2398561
DE-BUND	370068	193073	184852
DE-BW	14124044	7315077	7060048
DE-BY	16585980	8599664	8289538
DE-HB	1036209	544216	520505
DE-HE	8230132	4306265	4066978
DE-HH	2574300	1348703	1293241
DE-MV	2047373	1066694	1025835
DE-NI	10739998	5699825	5393605
DE-NW	25001189	13117251	12356567
DE-RP	5474288	2882058	2680779
DE-SH	4108784	2130622	2045514
DE-SL	1414368	737298	708740
DE-SN	4552934	2364966	2257384
DE-ST	2671341	1394493	1348142
DE-TH	2512424	1298417	1261057
