code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4426457	1733890	1690161	1114888
DE-BE	7273076	2805017	2723610	1872021
DE-BUND	512488	201035	192802	126792
DE-BW	21247346	8108823	7976853	5640217
DE-BY	24993285	9603501	9505573	6388133
DE-HB	1523791	604447	585202	382086
DE-HE	12039203	4754987	4531632	3004078
DE-HH	3743247	1496872	1460072	893928
DE-MV	3049362	1180574	1158969	775632
DE-NI	16115837	6178321	5989673	4380764
DE-NW	36570995	14221973	13704423	9459203
DE-RP	8047245	3131287	2973063	2109764
DE-SH	6104778	2306223	2267728	1665520
DE-SL	2115766	802666	783089	579199
DE-SN	6672664	2613472	2525905	1634563
DE-ST	3937225	1544591	1533493	967106
DE-TH	3741157	1465820	1433050	936347
