code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4822962	1760824	1644175	1330083
DE-BE	8087863	2908787	2764868	2231841
DE-BUND	533785	201893	189435	141794
DE-BW	23087722	8344266	7931739	6397649
DE-BY	27280368	9845122	9523136	7446310
DE-HB	1692031	617394	576893	439483
DE-HE	13323170	4883975	4531170	3593625
DE-HH	4344119	1599898	1488628	1136503
DE-MV	3377613	1212013	1154856	929121
DE-NI	18036481	6366355	5899386	5146622
DE-NW	40805192	14617210	13605911	11163787
DE-RP	8855992	3211124	2957043	2444655
DE-SH	6940369	2352746	2247603	2120214
DE-SL	2308720	818778	770857	655703
DE-SN	7270386	2669431	2543517	1978952
DE-ST	4411590	1608885	1528993	1204259
DE-TH	4078629	1499507	1421309	1104952
