code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BB	3105987	1599967	1544821
DE-BE	5142601	2558925	2478086
DE-BUND	372966	193845	186111
DE-BW	14618077	7439004	7253853
DE-BY	17340783	8791054	8565271
DE-HB	1084109	554058	536625
DE-HE	8540297	4377668	4177994
DE-HH	2709577	1385636	1346907
DE-MV	2130950	1087823	1056371
DE-NI	11165921	5776332	5530806
DE-NW	25915847	13294718	12675931
DE-RP	5671621	2922724	2750646
DE-SH	4269274	2161561	2092075
DE-SL	1466313	748071	725882
DE-SN	4733545	2408024	2321568
DE-ST	2769453	1418329	1386583
DE-TH	2635312	1325811	1297161
