code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BB	2976168	1566568	1493706
DE-BE	4825048	2484158	2375831
DE-BUND	369677	192935	184646
DE-BW	14044809	7290626	7020880
DE-BY	16455458	8556002	8224143
DE-HB	1027779	541021	516364
DE-HE	8180603	4290738	4041522
DE-HH	2555832	1342178	1284362
DE-MV	2035117	1062492	1019273
DE-NI	10683907	5682238	5366553
DE-NW	24830182	13069919	12271296
DE-RP	5441674	2872353	2665498
DE-SH	4091024	2125773	2038416
DE-SL	1404546	734006	703990
DE-SN	4520893	2354531	2240745
DE-ST	2655116	1389044	1340072
DE-TH	2493133	1291779	1251776
