code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BB	3205333	1613739	1559420
DE-BE	5333465	2595554	2511081
DE-BUND	376660	194170	186538
DE-BW	15043077	7510364	7330881
DE-BY	18017226	8920448	8676987
DE-HB	1117179	557992	541340
DE-HE	8790178	4421566	4219235
DE-HH	2787979	1397238	1361452
DE-MV	2207493	1099533	1068277
DE-NI	11519845	5818276	5585016
DE-NW	26684425	13381518	12787673
DE-RP	5824531	2939666	2773641
DE-SH	4383838	2175045	2106179
DE-SL	1516620	753798	731752
DE-SN	4872716	2427998	2340207
DE-ST	2860950	1432634	1402361
DE-TH	2744711	1340599	1311286
