code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BW	9543930	5917320	3846748
DE-BY	11061772	6677770	4619310
DE-BE	3145907	1975842	1238574
DE-BB	2057472	1300620	818157
DE-HB	640875	419521	241653
DE-HH	1535387	945612	632437
DE-HE	5322290	3326605	2114978
DE-MV	1435188	870663	597105
DE-NI	6887383	4376081	2757010
DE-NW	16314296	10026816	6770093
DE-RP	3520663	2226753	1384041
DE-SL	952662	562714	412361
DE-SN	3276114	1937096	1398970
DE-ST	1808596	1121727	743050
DE-SH	2644756	1670991	1040156
DE-TH	1759737	1090117	700251
