code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BW	12847647	6792641	6389168
DE-BY	15007415	7983830	7370406
DE-BE	4309478	2316358	2085161
DE-BB	2699965	1449492	1331499
DE-HB	925153	494080	463488
DE-HH	2224522	1224413	1062764
DE-HE	7291697	3963127	3512460
DE-MV	1862552	990040	918548
DE-NI	9589081	5280853	4639920
DE-NW	22130454	12004839	10751275
DE-RP	4893663	2647700	2367765
DE-SL	1264513	686584	612156
DE-SN	4132258	2181904	2032176
DE-ST	2406172	1288771	1198134
DE-SH	3642571	1974491	1774168
DE-TH	2302134	1213168	1143321
