code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4713361	1758136	1749415	1318856
DE-BE	7747458	2848821	2828722	2200586
DE-BUND	531439	202057	195038	142489
DE-BW	22342018	8219050	8247043	6358232
DE-BY	26476263	9732164	9836376	7413316
DE-HB	1616860	614874	607412	442861
DE-HE	12865802	4835242	4701751	3581068
DE-HH	4095293	1541183	1541487	1121455
DE-MV	3254865	1198504	1200661	921863
DE-NI	17171816	6284566	6225204	5097217
DE-NW	38851246	14430904	14177362	11064359
DE-RP	8525347	3181710	3084861	2426501
DE-SH	6665803	2343812	2353870	2103287
DE-SL	2224515	811815	810328	651972
DE-SN	7137125	2654540	2621462	1962855
DE-ST	4251573	1570539	1598888	1190373
DE-TH	3988746	1489457	1492068	1101901
