code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4854884	1720445	1628834	1392217
DE-BE	8165417	2887965	2751904	2291997
DE-BUND	534903	201940	189514	142426
DE-BW	23607598	8393199	7989822	6721031
DE-BY	27739604	9892530	9582591	7684608
DE-HB	1720669	619631	579543	447592
DE-HE	13681244	4923263	4567250	3779795
DE-HH	4459856	1603299	1496607	1210167
DE-MV	3440365	1216991	1159827	955670
DE-NI	18421630	6393652	5935594	5312388
DE-NW	41722619	14634965	13656267	11658657
DE-RP	9098295	3236201	2979034	2579312
DE-SH	7040455	2353190	2248807	2027264
DE-SL	2347401	822051	774096	675129
DE-SN	7337560	2675691	2549593	2009680
DE-ST	4485181	1617395	1532616	1242708
DE-TH	4128282	1506224	1428884	1126081
