code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BW	11800046	6559279	5529651
DE-BY	13558209	7703072	6162880
DE-BE	3907952	2202974	1787286
DE-BB	2498906	1393801	1178123
DE-HB	835481	475471	387621
DE-HH	1953737	1151689	855978
DE-HE	6711971	3804517	3070014
DE-MV	1708469	950918	797459
DE-NI	8699727	5101094	3895637
DE-NW	20198566	11522493	9249100
DE-RP	4465853	2544065	2033217
DE-SL	1153741	656425	524881
DE-SN	3883847	2100276	1856374
DE-ST	2225466	1243128	1052217
DE-SH	3287879	1878340	1501837
DE-TH	2163728	1174064	1034982
