code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4254939	1720268	1665385	981583
DE-BE	7003919	2782832	2682730	1665472
DE-BUND	493718	200516	191151	110192
DE-BW	20494876	8037735	7842848	5091331
DE-BY	24101117	9519847	9353522	5730685
DE-HB	1463511	599568	575884	335815
DE-HE	11534084	4706460	4468631	2609427
DE-HH	3581804	1483822	1441829	763259
DE-MV	2931754	1171362	1142822	683271
DE-NI	15567703	6123895	5909885	3966024
DE-NW	35344663	14112778	13511405	8529713
DE-RP	7791955	3105831	2935370	1917420
DE-SH	5819902	2286345	2234798	1433369
DE-SL	2052294	796396	773012	531931
DE-SN	6436419	2591432	2495760	1450287
DE-ST	3768446	1531392	1507295	837557
DE-TH	3616566	1455170	1415932	839181
