code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4284475	1722401	1669617	1004796
DE-BE	7040332	2785101	2688453	1693995
DE-BUND	498374	200640	191557	114318
DE-BW	20573813	8043263	7856378	5151351
DE-BY	24232794	9528865	9375212	5831781
DE-HB	1471778	600144	577210	342222
DE-HE	11594923	4711113	4476852	2657439
DE-HH	3602809	1485553	1444025	780392
DE-MV	2953170	1173139	1145845	699900
DE-NI	15651205	6129586	5921048	4032752
DE-NW	35547501	14127840	13541842	8688033
DE-RP	7828945	3108995	2942276	1944380
DE-SH	5871359	2289039	2241771	1475165
DE-SL	2061605	797172	774376	539130
DE-SN	6474522	2594631	2501307	1479687
DE-ST	3802743	1534053	1512538	863983
DE-TH	3640045	1456978	1419543	857296
