code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4812247	1760489	1643540	1327141
DE-BE	8063972	2907506	2762666	2223107
DE-BUND	533567	201886	189403	141649
DE-BW	23052689	8342881	7929481	6390213
DE-BY	27234117	9843968	9520076	7433801
DE-HB	1687849	617268	576613	438575
DE-HE	13290481	4883158	4529556	3588597
DE-HH	4330874	1598973	1487170	1133507
DE-MV	3367354	1211869	1154509	927483
DE-NI	17988395	6365265	5896991	5138312
DE-NW	40686424	14614327	13599638	11144182
DE-RP	8835072	3210650	2956137	2440743
DE-SH	6921470	2352398	2246941	2116796
DE-SL	2304064	818704	770632	654768
DE-SN	7258876	2668960	2542584	1974258
DE-ST	4402404	1608653	1528448	1201288
DE-TH	4072841	1499367	1420844	1102686
