code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4875331	1721032	1629786	1396742
DE-BE	8219105	2890994	2755791	2304280
DE-BUND	535438	201947	189544	142702
DE-BW	23718198	8399131	7996904	6740706
DE-BY	27885206	9896013	9588963	7709713
DE-HB	1735016	619989	580181	449641
DE-HE	13765464	4927014	4571455	3793616
DE-HH	4485349	1604214	1498177	1215920
DE-MV	3453797	1217419	1160532	958155
DE-NI	18536036	6395688	5939211	5326924
DE-NW	41943405	14639658	13663256	11687961
DE-RP	9144541	3237316	2980459	2585782
DE-SH	7084093	2353855	2250232	2032374
DE-SL	2359879	822247	774489	676719
DE-SN	7361682	2676729	2551442	2016225
DE-ST	4507122	1618117	1533853	1248241
DE-TH	4143617	1506849	1429800	1130042
