code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BW	9735267	6000501	3961278
DE-BY	11339457	6804636	4778456
DE-BE	3206771	1997712	1279372
DE-BB	2088906	1313485	838436
DE-HB	654418	426109	248791
DE-HH	1573762	970210	647475
DE-HE	5436158	3371547	2186939
DE-MV	1462956	880694	615739
DE-NI	7035397	4462210	2823230
DE-NW	16717154	10193481	7018903
DE-RP	3609814	2266130	1435965
DE-SL	969657	572147	420642
DE-SN	3341892	1960467	1442552
DE-ST	1847644	1137522	767424
DE-SH	2692392	1688016	1072238
DE-TH	1789960	1098737	722492
