code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal	peopleBoosterTotal
DE-BB	4697442	1756816	1746397	1307261
DE-BE	7713384	2845019	2821801	2177200
DE-BUND	530783	202002	194957	141968
DE-BW	22279222	8210754	8231177	6319459
DE-BY	26400593	9725117	9820348	7360658
DE-HB	1610809	614234	606157	438701
DE-HE	12814030	4829743	4692036	3544482
DE-HH	4074521	1539222	1537728	1106358
DE-MV	3240901	1197305	1197910	911830
DE-NI	17116966	6279196	6213531	5059324
DE-NW	38717703	14415772	14150901	10971883
DE-RP	8497687	3178911	3079734	2406704
DE-SH	6645862	2342257	2350268	2088486
DE-SL	2218630	811319	809254	647652
DE-SN	7107723	2652127	2615859	1941437
DE-ST	4235333	1569287	1595402	1178854
DE-TH	3975366	1488207	1489195	1092616
